"id","name","sex","age","height","weight","team","noc","games","year","season","city","sport","event","medal","medalist"
1535,"Kiera Leigh Aitken","F",20,167,55,"Bermuda","BER","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Women's 100 metres Backstroke","None","No"
1535,"Kiera Leigh Aitken","F",24,167,55,"Bermuda","BER","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 100 metres Backstroke","None","No"
1544,"Marion Aizpors","F",27,180,67,"West Germany","FRG","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 50 metres Freestyle","None","No"
1544,"Marion Aizpors","F",27,180,67,"West Germany","FRG","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","None","No"
1544,"Marion Aizpors","F",27,180,67,"West Germany","FRG","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 100 metres Backstroke","None","No"
1544,"Marion Aizpors","F",27,180,67,"West Germany","FRG","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 4 x 100 metres Medley Relay","None","No"
1584,"Aleksey Nikolayevich Akatyev","M",21,184,68,"Russia","RUS","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 400 metres Freestyle","None","No"
1584,"Aleksey Nikolayevich Akatyev","M",21,184,68,"Russia","RUS","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 1,500 metres Freestyle","None","No"
1598,"Tolga Aslan Akcayli","M",19,NA,NA,"Saint Vincent and the Grenadines","VIN","2012 Summer",2012,"Summer","London","Swimming","Swimming Men's 50 metres Freestyle","None","No"
1623,"Stephen George Akers","M",21,190,82,"Great Britain","GBR","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 400 metres Freestyle","None","No"
1623,"Stephen George Akers","M",21,190,82,"Great Britain","GBR","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 1,500 metres Freestyle","None","No"
1623,"Stephen George Akers","M",21,190,82,"Great Britain","GBR","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","None","No"
1661,"Doli Akhtar","F",14,158,53,"Bangladesh","BAN","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Women's 100 metres Breaststroke","None","No"
1661,"Doli Akhtar","F",18,158,53,"Bangladesh","BAN","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Women's 50 metres Freestyle","None","No"
1661,"Doli Akhtar","F",22,158,53,"Bangladesh","BAN","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 50 metres Freestyle","None","No"
1721,"Ahmed Akram Abbas Mahmoud","M",19,188,80,"Egypt","EGY","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 400 metres Freestyle","None","No"
1721,"Ahmed Akram Abbas Mahmoud","M",19,188,80,"Egypt","EGY","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 1,500 metres Freestyle","None","No"
1731,"Anastasiya Sergeyevna Aksenova","F",18,182,65,"Russia","RUS","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 50 metres Freestyle","None","No"
1731,"Anastasiya Sergeyevna Aksenova","F",18,182,65,"Russia","RUS","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 100 metres Freestyle","None","No"
1731,"Anastasiya Sergeyevna Aksenova","F",18,182,65,"Russia","RUS","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","None","No"
1731,"Anastasiya Sergeyevna Aksenova","F",18,182,65,"Russia","RUS","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 4 x 100 metres Medley Relay","None","No"
1742,"Irina Anatolyevna Aksyonova","F",17,174,62,"Soviet Union","URS","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Women's 200 metres Freestyle","None","No"
1742,"Irina Anatolyevna Aksyonova","F",17,174,62,"Soviet Union","URS","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Women's 400 metres Freestyle","None","No"
1742,"Irina Anatolyevna Aksyonova","F",17,174,62,"Soviet Union","URS","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Women's 800 metres Freestyle","None","No"
1742,"Irina Anatolyevna Aksyonova","F",17,174,62,"Soviet Union","URS","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Women's 4 x 100 metres Medley Relay","Bronze","Yes"
1746,"Sonia Aktar","F",19,NA,NA,"Bangladesh","BAN","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Women's 50 metres Freestyle","None","No"
1792,"Bassam Al-Ansari","M",NA,175,61,"United Arab Emirates","UAE","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 400 metres Freestyle","None","No"
1792,"Bassam Al-Ansari","M",NA,175,61,"United Arab Emirates","UAE","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","None","No"
1792,"Bassam Al-Ansari","M",NA,175,61,"United Arab Emirates","UAE","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","None","No"
1799,"Yousef Al-Askari","M",18,175,65,"Kuwait","KUW","2012 Summer",2012,"Summer","London","Swimming","Swimming Men's 200 metres Butterfly","None","No"
1801,"Jarrah Al-Asmawi","M",21,NA,NA,"Kuwait","KUW","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 100 metres Freestyle","None","No"
1801,"Jarrah Al-Asmawi","M",21,NA,NA,"Kuwait","KUW","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 100 metres Backstroke","None","No"
1801,"Jarrah Al-Asmawi","M",21,NA,NA,"Kuwait","KUW","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 100 metres Butterfly","None","No"
1802,"Khaled Al-Assaf","M",20,179,68,"Kuwait","KUW","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 100 metres Freestyle","None","No"
1807,"Mary Al-Atrash","F",22,170,57,"Palestine","PLE","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Women's 50 metres Freestyle","None","No"
1820,"Mohanad Ahmed Dheyaa Al-Azzawi","M",15,173,65,"Iraq","IRQ","2012 Summer",2012,"Summer","London","Swimming","Swimming Men's 100 metres Butterfly","None","No"
1832,"Nada Mohamed Abdulzaher Mohamed Al-Bedwawi","F",18,162,53,"United Arab Emirates","UAE","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Women's 50 metres Freestyle","None","No"
1834,"Mubarak Muhammad Salem Al-Besher","M",24,NA,NA,"United Arab Emirates","UAE","2012 Summer",2012,"Summer","London","Swimming","Swimming Men's 100 metres Breaststroke","None","No"
1842,"Sameera Zayid Al-Bitar","F",14,168,64,"Bahrain","BRN","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Women's 50 metres Freestyle","None","No"
1842,"Sameera Zayid Al-Bitar","F",18,168,64,"Bahrain","BRN","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 50 metres Freestyle","None","No"
1862,"Khuwaiter Al-Dhaheri","M",17,NA,NA,"United Arab Emirates","UAE","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 100 metres Freestyle","None","No"
1891,"Ayman Al-Enazy","M",19,NA,NA,"Kuwait","KUW","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 100 metres Breaststroke","None","No"
1891,"Ayman Al-Enazy","M",19,NA,NA,"Kuwait","KUW","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 200 metres Breaststroke","None","No"
1903,"Sara Abdulrahman Al-Flaij","F",16,170,72,"Bahrain","BRN","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 50 metres Freestyle","None","No"
1905,"Abdulsalam Al-Gadabi","M",30,NA,NA,"Yemen","YEM","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 50 metres Freestyle","None","No"
1915,"Adel Al-Ghaith","M",NA,178,72,"Kuwait","KUW","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 100 metres Butterfly","None","No"
1921,"Mohammed bin Naseeb Al-Habsi","M",16,180,60,"Oman","OMA","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 100 metres Breaststroke","None","No"
1926,"Ahmad Al-Hahdoud","M",NA,NA,NA,"Kuwait","KUW","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 100 metres Breaststroke","None","No"
1926,"Ahmad Al-Hahdoud","M",NA,NA,NA,"Kuwait","KUW","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 200 metres Breaststroke","None","No"
1976,"Obaid Ahmed Obaid Al-Jasmi","M",23,178,71,"United Arab Emirates","UAE","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 100 metres Freestyle","None","No"
1976,"Obaid Ahmed Obaid Al-Jasmi","M",26,178,71,"United Arab Emirates","UAE","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 100 metres Freestyle","None","No"
1982,"Abdel Rahman Al-Kaaki","M",18,182,72,"Lebanon","LIB","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 50 metres Freestyle","None","No"
2008,"Noah Abdalaziz Al-Khulaifi","M",17,190,86,"Qatar","QAT","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 100 metres Backstroke","None","No"
2011,"Ahmed Al-Kudmani","M",21,170,70,"Saudi Arabia","KSA","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 100 metres Breaststroke","None","No"
2011,"Ahmed Al-Kudmani","M",24,170,70,"Saudi Arabia","KSA","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 100 metres Breaststroke","None","No"
2012,"Khalid Al-Kulaibi","M",14,170,63,"Oman","OMA","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 50 metres Freestyle","None","No"
2018,"Rashid Salim Al-Ma'Shari","M",18,NA,NA,"Oman","OMA","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 1,500 metres Freestyle","None","No"
2020,"Faisal Al-Mahmeed","M",16,180,72,"Kuwait","KUW","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 100 metres Backstroke","None","No"
2021,"Fatema Abdul Muhsin Al-Mahmeed","F",17,167,60,"Bahrain","BRN","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Women's 50 metres Freestyle","None","No"
2037,"Ayoub Al-Mas","M",21,180,67,"United Arab Emirates","UAE","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 50 metres Freestyle","None","No"
2054,"Bader Abdulrahman Al-Muhana","M",19,NA,NA,"Saudi Arabia","KSA","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 100 metres Butterfly","None","No"
2078,"Mhasin Al-Noor Fadlalla","F",18,158,40,"Sudan","SUD","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 50 metres Freestyle","None","No"
2084,"Fahad S. A. B. S. Al-Otaibi","M",20,NA,NA,"Kuwait","KUW","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 100 metres Backstroke","None","No"
2086,"Sultan A. B. S. S. Al-Otaibi","M",18,173,73,"Kuwait","KUW","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 200 metres Butterfly","None","No"
2086,"Sultan A. B. S. S. Al-Otaibi","M",18,173,73,"Kuwait","KUW","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 200 metres Individual Medley","None","No"
2086,"Sultan A. B. S. S. Al-Otaibi","M",18,173,73,"Kuwait","KUW","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 400 metres Individual Medley","None","No"
2086,"Sultan A. B. S. S. Al-Otaibi","M",22,173,73,"Kuwait","KUW","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 200 metres Backstroke","None","No"
2086,"Sultan A. B. S. S. Al-Otaibi","M",22,173,73,"Kuwait","KUW","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 200 metres Breaststroke","None","No"
2086,"Sultan A. B. S. S. Al-Otaibi","M",22,173,73,"Kuwait","KUW","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 200 metres Individual Medley","None","No"
2086,"Sultan A. B. S. S. Al-Otaibi","M",26,173,73,"Kuwait","KUW","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 100 metres Breaststroke","None","No"
2086,"Sultan A. B. S. S. Al-Otaibi","M",26,173,73,"Kuwait","KUW","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 200 metres Individual Medley","None","No"
2086,"Sultan A. B. S. S. Al-Otaibi","M",30,173,73,"Kuwait","KUW","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 200 metres Individual Medley","None","No"
2116,"Obaid Al-Rumaithi","M",16,179,60,"United Arab Emirates","UAE","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 100 metres Breaststroke","None","No"
2116,"Obaid Al-Rumaithi","M",16,179,60,"United Arab Emirates","UAE","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 200 metres Breaststroke","None","No"
2116,"Obaid Al-Rumaithi","M",16,179,60,"United Arab Emirates","UAE","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 4 x 100 metres Medley Relay","None","No"
2116,"Obaid Al-Rumaithi","M",20,179,60,"United Arab Emirates","UAE","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","None","No"
2116,"Obaid Al-Rumaithi","M",20,179,60,"United Arab Emirates","UAE","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","None","No"
2116,"Obaid Al-Rumaithi","M",20,179,60,"United Arab Emirates","UAE","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 100 metres Breaststroke","None","No"
2116,"Obaid Al-Rumaithi","M",20,179,60,"United Arab Emirates","UAE","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 200 metres Breaststroke","None","No"
2116,"Obaid Al-Rumaithi","M",20,179,60,"United Arab Emirates","UAE","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 4 x 100 metres Medley Relay","None","No"
2119,"Yaaqoub Al-Saadi","M",20,175,62,"United Arab Emirates","UAE","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 100 metres Backstroke","None","No"
2125,"Hussein Al-Sadiq","M",20,NA,NA,"Saudi Arabia","KSA","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 100 metres Freestyle","None","No"
2125,"Hussein Al-Sadiq","M",20,NA,NA,"Saudi Arabia","KSA","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 200 metres Freestyle","None","No"
2125,"Hussein Al-Sadiq","M",20,NA,NA,"Saudi Arabia","KSA","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 400 metres Freestyle","None","No"
2125,"Hussein Al-Sadiq","M",20,NA,NA,"Saudi Arabia","KSA","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 1,500 metres Freestyle","None","No"
2150,"Hasan Al-Shammari","M",21,177,71,"Kuwait","KUW","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 50 metres Freestyle","None","No"
2150,"Hasan Al-Shammari","M",21,177,71,"Kuwait","KUW","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 100 metres Freestyle","None","No"
2152,"Thamer Al-Shamroukh","M",19,NA,NA,"Kuwait","KUW","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 200 metres Freestyle","None","No"
2163,"Hesham Al-Shehabi","M",16,172,71,"Bahrain","BRN","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 100 metres Freestyle","None","No"
2248,"Eduardo Alans Guerrero","M",18,174,55,"Mexico","MEX","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","None","No"
2248,"Eduardo Alans Guerrero","M",18,174,55,"Mexico","MEX","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","None","No"
2248,"Eduardo Alans Guerrero","M",18,174,55,"Mexico","MEX","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 200 metres Individual Medley","None","No"
2248,"Eduardo Alans Guerrero","M",18,174,55,"Mexico","MEX","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 400 metres Individual Medley","None","No"
2250,"Juan Alans Guerrero","M",18,177,70,"Mexico","MEX","1964 Summer",1964,"Summer","Tokyo","Swimming","Swimming Men's 200 metres Butterfly","None","No"
2250,"Juan Alans Guerrero","M",18,177,70,"Mexico","MEX","1964 Summer",1964,"Summer","Tokyo","Swimming","Swimming Men's 400 metres Individual Medley","None","No"
2250,"Juan Alans Guerrero","M",22,177,70,"Mexico","MEX","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 400 metres Freestyle","None","No"
2250,"Juan Alans Guerrero","M",22,177,70,"Mexico","MEX","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 1,500 metres Freestyle","None","No"
2250,"Juan Alans Guerrero","M",22,177,70,"Mexico","MEX","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","None","No"
2261,"Osama Mohammed Ye Alarag","M",16,175,72,"Qatar","QAT","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 100 metres Breaststroke","None","No"
2264,"Jorge Alarcn Gmez","M",19,185,80,"Mexico","MEX","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","None","No"
2264,"Jorge Alarcn Gmez","M",19,185,80,"Mexico","MEX","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","None","No"
2277,"Darija Alauf","F",23,NA,NA,"Individual Olympic Athletes","IOA","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Women's 100 metres Backstroke","None","No"
2277,"Darija Alauf","F",23,NA,NA,"Individual Olympic Athletes","IOA","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Women's 200 metres Backstroke","None","No"
2314,"Markel Alberdi Sarobe","M",24,187,76,"Spain","ESP","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","None","No"
2357,"Piotr Albiski","M",22,188,74,"Poland","POL","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 1,500 metres Freestyle","None","No"
2357,"Piotr Albiski","M",22,188,74,"Poland","POL","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","None","No"
2392,"Mablio Antnio Gomes Sousa Agostini Albuquerque","M",19,181,84,"Portugal","POR","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","None","No"
2392,"Mablio Antnio Gomes Sousa Agostini Albuquerque","M",19,181,84,"Portugal","POR","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 100 metres Butterfly","None","No"
2415,"Ricardo Aldabe Moreno","M",19,193,80,"Spain","ESP","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 100 metres Backstroke","None","No"
2415,"Ricardo Aldabe Moreno","M",19,193,80,"Spain","ESP","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 200 metres Backstroke","None","No"
2461,"Ana Feio da Gama Alegria","F",15,177,65,"Portugal","POR","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Women's 100 metres Freestyle","None","No"
2461,"Ana Feio da Gama Alegria","F",15,177,65,"Portugal","POR","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Women's 100 metres Butterfly","None","No"
2461,"Ana Feio da Gama Alegria","F",19,177,65,"Portugal","POR","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Women's 200 metres Freestyle","None","No"
