"id","health1","health2","health3","mcdonalds","chipotle","shake_shack","gender","age","marital_status","location","duration","rank_chipotle","rank_mcdonalds","rank_shake_shack"
1273,6,1,2,1,4,3,"Female","40-49","never married","Manhattan",265.768922494517,3,1,2
1274,3,1,3,5,5,4,"Male","30-39","married","Manhattan",166.191407888513,3,2,1
1275,2,2,2,7,6,4,"Female","30-39","never married","Manhattan",213.718138094324,2,3,1
1276,7,3,7,4,5,4,"Male","40-49","married","New Jersey",228.82162880944,3,1,2
1277,5,2,4,5,1,5,"Female","30-39","separated","Manhattan",201.403535849223,1,2,3
1278,3,1,3,7,7,5,"Female","30-39","never married","New Jersey",223.605884464615,3,2,1
1279,2,1,2,6,3,3,"Female","18-29","never married","Manhattan",319.068534997775,1,3,2
1280,6,2,3,2,3,2,"Male","40-49","never married","Manhattan",177.184935995311,3,1,2
1281,4,1,1,3,2,2,"Male","40-49","married","Manhattan",162.057044412756,1,3,2
1282,1,1,1,6,6,2,"Male","30-39","never married","Manhattan",195.95607850227,3,2,1
1283,2,1,1,2,3,3,"Female","50-59","married","Manhattan",143.243674414466,2,1,3
1284,4,3,3,6,5,4,"Male","18-29","never married","Brooklyn",217.339502834047,2,3,1
1285,2,1,1,3,3,6,"Male","18-29","divorced","New Jersey",253.826632708937,2,1,3
1286,2,1,2,7,4,4,"Male","50-59","never married","Manhattan",244.796014995619,1,3,2
1287,2,1,1,3,1,2,"Male","30-39","never married","Queens",206.361031605337,1,3,2
1288,1,1,1,1,7,2,"Male","40-49","never married","Queens",326.856906558205,3,1,2
1289,4,1,2,2,5,2,"Male","30-39","married","Manhattan",202.041536607457,3,1,2
1290,4,1,1,3,4,4,"Female","30-39","never married","Manhattan",132.691483455056,2,1,3
1291,6,1,1,3,5,5,"Male","18-29","married","Brooklyn",268.119335480594,2,1,3
1292,4,1,4,5,3,2,"Female","30-39","never married","Manhattan",191.548108148894,2,3,1
1293,6,3,5,7,2,4,"Male","50-59","never married","Manhattan",241.075993093166,1,3,2
1294,6,5,5,5,3,2,"Male","30-39","never married","New Jersey",224.312106819228,2,3,1
1295,2,1,1,1,5,2,"Female","30-39","widowed","Brooklyn",176.430773642587,3,1,2
1296,7,1,2,3,4,6,"Female","18-29","never married","Manhattan",225.131634197261,2,1,3
1297,7,1,1,3,6,5,"Female","18-29","married","Queens",153.411740718951,3,1,2
1298,4,2,3,2,3,5,"Female","30-39","married","Manhattan",137.406905726308,2,1,3
1299,5,2,4,6,1,6,"Male","18-29","never married","Manhattan",191.204741229449,1,2,3
1300,5,2,3,2,4,7,"Female","50-59","married","Manhattan",222.134482305295,2,1,3
1301,5,2,4,6,3,5,"Male","30-39","never married","Manhattan",238.475096438536,1,3,2
1302,1,1,1,1,4,4,"Female","18-29","divorced","Queens",176.323834155684,2,1,3
1303,3,1,2,1,1,7,"Female","50-59","married","Manhattan",278.955156438599,2,1,3
1304,4,1,2,1,7,3,"Male","40-49","separated","Queens",119.949058379565,3,1,2
1305,7,4,5,6,3,7,"Male","18-29","never married","Manhattan",271.450100473816,1,2,3
1306,3,2,2,2,2,6,"Male","18-29","married","Brooklyn",284.363800821426,2,1,3
1307,7,1,5,6,5,6,"Female","30-39","never married","Queens",220.183114985936,1,2,3
1308,6,4,5,7,5,5,"Male","30-39","separated","Queens",110.390041785437,1,3,2
1309,7,6,6,7,4,5,"Female","40-49","never married","Queens",137.539428280087,1,3,2
1310,2,1,1,1,3,3,"Female","50-59","married","Manhattan",150.426249029654,2,1,3
1311,7,2,2,1,3,1,"Male","50-59","never married","Manhattan",168.110752857248,3,1,2
1312,6,1,2,3,5,5,"Female","50-59","married","New Jersey",242.556887323131,2,1,3
1313,3,1,1,3,7,6,"Female","60 or over","married","Manhattan",270.449702971945,3,1,2
1314,1,1,1,6,5,2,"Female","40-49","divorced","Manhattan",136.689884172175,2,3,1
1315,6,1,3,2,6,4,"Male","30-39","married","Manhattan",237.697050748404,3,1,2
1316,4,1,4,5,3,1,"Male","40-49","never married","Queens",240.580164502056,2,3,1
1317,5,2,3,2,5,2,"Female","30-39","married","Brooklyn",173.206122182846,3,1,2
1318,4,2,4,4,6,6,"Female","30-39","never married","Manhattan",287.551972126177,2,1,3
1319,7,3,5,6,5,4,"Female","40-49","never married","Manhattan",279.689526481553,2,3,1
1320,1,1,1,3,6,1,"Female","40-49","never married","New Jersey",150.480730481791,3,2,1
1321,4,2,3,2,6,6,"Female","40-49","never married","Manhattan",346.608872668265,2,1,3
1322,3,1,1,3,1,5,"Male","40-49","never married","Brooklyn",297.839823948251,1,2,3
1323,6,4,5,7,5,1,"Male","40-49","never married","Queens",245.33312249039,2,3,1
1324,1,1,1,4,3,2,"Female","60 or over","separated","Manhattan",257.263828505368,2,3,1
1325,1,1,1,2,2,4,"Female","50-59","married","Queens",95.7454498728601,2,1,3
1326,2,1,2,6,5,5,"Female","18-29","married","Manhattan",165.992895633537,1,3,2
1327,1,1,1,4,4,4,"Female","18-29","married","Manhattan",247.016307474386,2,1,3
1328,7,1,2,3,3,3,"Female","30-39","married","Brooklyn",410.211821633965,2,1,3
1329,1,1,1,5,4,4,"Male","30-39","never married","New Jersey",214.516947819046,1,3,2
1330,1,1,1,4,7,2,"Female","30-39","married","Manhattan",234.328965133828,3,2,1
1331,7,3,6,5,3,3,"Male","18-29","married","Manhattan",181.499416396061,1,3,2
1332,7,1,2,3,6,7,"Female","40-49","married","Manhattan",138.807135511999,2,1,3
1333,2,1,1,1,6,7,"Male","40-49","married","Manhattan",166.029777910111,2,1,3
1334,4,1,2,1,5,6,"Male","40-49","never married","Manhattan",235.876359078844,2,1,3
1335,4,1,1,3,1,2,"Female","18-29","never married","Queens",204.395006807329,1,3,2
1336,4,2,3,6,6,5,"Male","30-39","married","Manhattan",204.134246196018,3,2,1
1337,3,1,1,3,5,5,"Female","40-49","never married","Queens",151.54439024974,2,1,3
1338,1,1,1,4,2,6,"Male","40-49","never married","Brooklyn",365.171359704424,1,2,3
1339,1,1,1,7,2,2,"Male","60 or over","never married","Queens",236.786041338215,1,3,2
1340,6,3,5,5,5,5,"Female","40-49","never married","New Jersey",247.579299420868,2,1,3
1341,2,1,2,4,3,5,"Female","40-49","never married","New Jersey",121.165484962352,1,2,3
1342,1,1,1,1,2,4,"Female","18-29","never married","Brooklyn",117.386396352864,2,1,3
1343,4,1,1,3,6,2,"Male","30-39","separated","Manhattan",199.342759930019,3,2,1
1344,4,1,1,3,5,5,"Male","18-29","separated","Queens",139.481536295938,2,1,3
1345,4,1,1,3,7,3,"Male","18-29","married","Manhattan",172.389591748191,3,1,2
1346,6,4,5,5,5,5,"Male","18-29","married","Queens",281.206450030631,2,1,3
1347,4,1,3,5,3,4,"Male","40-49","never married","Queens",198.770406921336,1,3,2
1348,6,1,1,3,6,2,"Male","40-49","married","Manhattan",187.217918247061,3,2,1
1349,2,1,1,1,3,5,"Female","40-49","separated","Queens",134.435891105307,2,1,3
1350,3,1,1,3,1,4,"Female","50-59","never married","Manhattan",218.906291572049,1,2,3
1351,2,1,1,2,6,2,"Female","40-49","separated","Brooklyn",249.567163544123,3,1,2
1352,2,1,1,2,7,7,"Male","50-59","married","Manhattan",217.95785292527,2,1,3
1353,7,3,6,5,4,4,"Female","18-29","separated","Brooklyn",204.780494289745,1,3,2
1354,6,1,2,1,4,5,"Male","50-59","never married","Manhattan",208.971583658678,2,1,3
1355,6,4,6,4,1,4,"Female","18-29","never married","Manhattan",244.295767727402,1,2,3
1356,2,1,2,2,7,7,"Female","40-49","never married","Manhattan",215.400675298826,2,1,3
1357,5,3,3,2,5,5,"Female","18-29","never married","Manhattan",133.328417790336,2,1,3
1358,7,5,5,6,5,4,"Male","30-39","never married","Brooklyn",192.63509911351,2,3,1
1359,5,3,4,6,3,3,"Female","30-39","never married","New Jersey",149.394821663813,1,3,2
1360,6,1,1,3,4,5,"Female","18-29","married","New Jersey",217.676610086202,2,1,3
1361,3,1,2,1,5,4,"Female","18-29","married","Manhattan",162.06606360418,3,1,2
1362,3,1,1,1,6,6,"Male","50-59","married","Manhattan",188.976990298854,2,1,3
1363,4,1,2,1,1,6,"Female","18-29","never married","Manhattan",105.618130823318,2,1,3
1364,7,1,1,3,6,5,"Female","50-59","married","Queens",154.258570335787,3,1,2
1365,2,1,1,3,6,6,"Female","18-29","never married","Queens",309.212648733963,2,1,3
1366,1,1,1,4,4,4,"Female","18-29","separated","Manhattan",242.341636895411,2,1,3
1367,2,2,2,7,5,4,"Female","40-49","married","Brooklyn",197.325693624725,2,3,1
1368,7,4,4,2,5,2,"Male","30-39","married","Manhattan",186.00816665198,3,1,2
1369,4,1,2,1,4,6,"Male","40-49","never married","Queens",177.617985463303,2,1,3
1370,3,1,2,2,4,5,"Male","18-29","married","Manhattan",180.979026801888,2,1,3
1371,4,1,2,1,3,5,"Female","40-49","never married","Queens",208.150804898763,2,1,3
1372,6,5,6,7,5,6,"Male","50-59","divorced","Brooklyn",104.293123522279,1,3,2
1373,5,3,5,4,3,4,"Female","40-49","never married","Manhattan",160.560551415644,1,2,3
1374,5,2,5,4,3,7,"Male","40-49","married","Manhattan",229.268182489543,1,2,3
1375,4,1,1,1,1,5,"Female","50-59","never married","Queens",218.940522221529,2,1,3
1376,1,1,1,7,3,5,"Female","50-59","separated","Manhattan",227.901448604803,1,3,2
1377,6,2,5,5,6,3,"Female","30-39","never married","Manhattan",178.175967681307,3,2,1
1378,5,4,4,6,4,7,"Male","18-29","married","Brooklyn",274.098496230848,1,2,3
1379,3,2,3,5,6,4,"Female","30-39","divorced","Brooklyn",179.361172381876,3,2,1
1380,3,2,2,2,3,7,"Male","40-49","married","Manhattan",172.120020918889,2,1,3
1381,1,1,1,1,5,3,"Female","50-59","never married","Brooklyn",167.036693812182,3,1,2
1382,7,2,4,2,5,4,"Male","18-29","divorced","Brooklyn",126.941000526391,3,1,2
1383,6,1,2,1,5,1,"Male","30-39","married","Manhattan",236.86476106067,3,1,2
1384,5,2,5,4,4,7,"Female","30-39","married","Manhattan",141.879918445847,2,1,3
1385,7,1,4,2,3,2,"Female","50-59","never married","Manhattan",160.570573487877,3,1,2
1386,3,1,2,6,1,1,"Female","40-49","never married","Manhattan",176.435290811745,1,3,2
1387,2,1,2,2,5,2,"Female","40-49","never married","Manhattan",188.207991318267,3,1,2
1388,5,3,5,7,3,1,"Female","50-59","married","Queens",212.004260871165,2,3,1
1389,5,1,1,3,5,5,"Male","40-49","married","Manhattan",237.209646131671,2,1,3
1390,7,2,2,1,6,6,"Female","50-59","separated","Brooklyn",170.043750245294,2,1,3
1391,2,1,1,3,1,6,"Female","40-49","never married","Queens",330.011467939472,1,2,3
1392,3,1,1,1,5,4,"Male","40-49","never married","Queens",263.525434436762,3,1,2
1393,3,1,1,1,4,3,"Female","18-29","widowed","Manhattan",217.387563126159,3,1,2
1394,4,1,4,7,5,4,"Female","50-59","never married","Manhattan",249.959918560753,2,3,1
1395,4,1,2,2,3,7,"Female","40-49","never married","Manhattan",232.989164420255,2,1,3
1396,5,2,2,1,7,5,"Female","40-49","married","Queens",117.731291864453,3,1,2
1397,1,1,1,4,5,4,"Male","40-49","never married","Brooklyn",238.049663523639,3,1,2
1398,3,1,3,5,4,6,"Male","30-39","never married","New Jersey",319.218310385638,1,2,3
1399,5,1,3,2,4,5,"Female","18-29","never married","Manhattan",130.94128621309,2,1,3
1400,7,6,7,7,3,5,"Male","30-39","never married","Manhattan",162.512735674388,1,3,2
1401,1,1,1,3,5,4,"Male","30-39","married","Brooklyn",142.666837357368,3,1,2
1402,3,3,3,4,3,7,"Female","30-39","married","Manhattan",134.989849784899,1,2,3
1403,5,1,1,3,5,4,"Female","18-29","married","Manhattan",106.993555783415,3,1,2
1404,5,4,4,5,1,2,"Male","40-49","never married","Manhattan",172.74563696658,1,3,2
1405,3,2,3,7,3,4,"Female","40-49","married","Manhattan",158.671798378667,1,3,2
1406,7,6,7,4,7,7,"Male","30-39","never married","New Jersey",144.549754081666,2,1,3
1407,4,1,1,3,4,5,"Female","30-39","never married","Manhattan",192.671497743614,2,1,3
1408,1,1,1,3,3,5,"Female","40-49","never married","Manhattan",173.417246209355,2,1,3
1409,2,1,1,3,4,1,"Female","40-49","married","Manhattan",209.925579387208,3,2,1
1410,4,1,1,3,6,3,"Female","40-49","married","Manhattan",145.103031283339,3,1,2
1411,5,4,5,4,1,4,"Female","30-39","never married","Manhattan",94.615821083527,1,2,3
1412,4,1,2,1,7,5,"Female","40-49","never married","Brooklyn",231.294479355652,3,1,2
1413,7,1,1,3,4,7,"Male","30-39","never married","Brooklyn",225.700132038933,2,1,3
1414,2,1,2,6,3,7,"Female","40-49","married","Queens",268.98951427881,1,2,3
1415,5,1,2,1,3,3,"Female","18-29","divorced","Manhattan",148.503465827373,2,1,3
1416,1,1,1,4,2,2,"Male","40-49","never married","Brooklyn",150.85342358034,1,3,2
1417,4,3,4,4,4,5,"Male","18-29","married","Manhattan",233.642100430728,2,1,3
1418,6,2,2,1,3,2,"Male","30-39","never married","Queens",139.746456308487,3,1,2
1419,6,1,3,1,5,3,"Female","30-39","married","Queens",199.467263767975,3,1,2
1420,4,3,4,7,7,2,"Female","30-39","never married","New Jersey",210.557583719767,3,2,1
1421,7,1,1,3,4,2,"Female","30-39","married","Brooklyn",106.543271446117,3,2,1
1422,4,2,3,6,2,2,"Female","40-49","married","New Jersey",125.459073797181,1,3,2
1423,2,1,1,2,4,4,"Male","30-39","never married","Manhattan",154.24362009709,2,1,3
1424,7,4,4,2,5,2,"Male","18-29","never married","Manhattan",114.928843363463,3,1,2
1425,5,1,3,2,3,1,"Female","30-39","never married","Manhattan",201.690337642892,3,2,1
1426,7,2,3,1,7,2,"Female","30-39","divorced","Manhattan",255.681843387729,3,1,2
1427,2,1,2,5,6,2,"Female","50-59","married","New Jersey",236.884154650236,3,2,1
1428,7,1,2,1,7,3,"Male","40-49","never married","Queens",162.137744560308,3,1,2
1429,3,2,3,7,3,4,"Male","40-49","married","Brooklyn",178.909742268674,1,3,2
1430,4,1,1,3,5,3,"Male","50-59","married","New Jersey",208.87804699679,3,1,2
1431,3,2,2,2,3,6,"Female","18-29","married","Manhattan",150.914102705046,2,1,3
1432,3,1,3,5,7,4,"Male","30-39","never married","Manhattan",121.960249295445,3,2,1
1433,3,3,3,4,3,4,"Male","18-29","never married","Manhattan",320.605067261681,1,2,3
1434,1,1,1,4,2,7,"Male","18-29","married","Manhattan",126.617987349374,1,2,3
1435,4,1,1,3,4,2,"Female","50-59","never married","Brooklyn",256.978870759825,3,2,1
1436,4,1,1,3,4,4,"Male","50-59","married","Brooklyn",153.33451878685,2,1,3
1437,6,4,6,4,4,5,"Female","30-39","married","Manhattan",193.73339015915,2,1,3
1438,2,1,1,3,3,2,"Female","40-49","never married","Brooklyn",163.164192388285,3,2,1
1439,1,1,1,2,5,5,"Male","18-29","never married","Manhattan",179.254472528164,2,1,3
1440,5,1,4,6,5,6,"Female","40-49","married","Brooklyn",213.443215723304,1,2,3
1441,2,1,2,5,4,6,"Female","30-39","never married","New Jersey",185.795334150529,1,2,3
1442,7,1,2,1,2,5,"Male","40-49","separated","New Jersey",286.454757844608,2,1,3
1443,5,1,1,3,1,6,"Male","60 or over","never married","Queens",254.304579559078,1,2,3
1444,2,2,2,5,3,5,"Male","40-49","never married","Queens",123.637394324793,1,2,3
1445,6,3,6,4,4,3,"Male","30-39","never married","Brooklyn",299.102757653999,3,2,1
1446,7,4,5,6,3,6,"Female","40-49","never married","Manhattan",188.707809029777,1,2,3
1447,5,1,1,3,5,5,"Female","40-49","separated","Manhattan",168.213086644693,2,1,3
1448,1,1,1,1,1,5,"Female","40-49","married","Brooklyn",196.849393354464,2,1,3
1449,7,1,4,2,4,6,"Female","30-39","married","Manhattan",183.027699596275,2,1,3
1450,2,1,1,1,3,7,"Female","18-29","divorced","Manhattan",372.120194649026,2,1,3
1451,3,1,1,1,5,2,"Female","40-49","never married","Manhattan",228.943303285302,3,1,2
1452,7,1,2,3,3,2,"Female","40-49","never married","New Jersey",149.748504019872,3,2,1
1453,3,2,2,2,3,5,"Female","50-59","married","Manhattan",197.688326795978,2,1,3
1454,6,2,2,1,5,5,"Female","30-39","never married","Manhattan",223.956520819269,2,1,3
1455,1,1,1,3,6,2,"Female","40-49","married","Brooklyn",158.192492502065,3,2,1
1456,7,2,5,6,2,1,"Male","50-59","married","Manhattan",117.926701316072,2,3,1
1457,5,2,4,5,1,2,"Female","40-49","never married","Queens",166.643784806979,1,3,2
1458,2,2,2,7,7,3,"Female","40-49","never married","Manhattan",181.236283420417,3,2,1
1459,5,1,1,3,3,4,"Male","30-39","never married","Queens",190.475023276317,2,1,3
1460,5,4,4,5,1,3,"Female","18-29","married","Queens",263.210111055799,1,3,2
1461,2,1,1,3,4,3,"Female","50-59","married","Manhattan",278.447299831919,3,1,2
1462,2,1,1,2,3,4,"Male","40-49","married","Manhattan",272.418628127755,2,1,3
1463,1,1,1,6,7,1,"Female","30-39","never married","Queens",227.492494406995,3,2,1
1464,5,2,4,6,5,4,"Female","30-39","separated","Manhattan",94.9873900369601,2,3,1
1465,2,1,1,3,3,2,"Female","50-59","divorced","New Jersey",175.635750115214,3,2,1
1466,1,1,1,7,5,3,"Female","30-39","married","Manhattan",165.966464202799,2,3,1
1467,5,1,5,4,1,2,"Male","18-29","widowed","Manhattan",303.705925466574,1,3,2
1468,3,2,2,2,2,5,"Male","40-49","never married","New Jersey",201.376546912647,2,1,3
1469,2,2,2,6,1,7,"Female","40-49","never married","Manhattan",208.831876877733,1,2,3
1470,7,6,7,4,3,4,"Female","30-39","never married","Brooklyn",335.978671279019,1,2,3
1471,3,2,2,2,4,7,"Male","30-39","married","Brooklyn",180.31873058927,2,1,3
1472,4,1,2,1,1,4,"Male","30-39","divorced","Brooklyn",157.852800227106,2,1,3
1473,5,3,5,4,4,5,"Female","50-59","never married","Queens",121.217310996668,2,1,3
1474,5,1,1,3,6,4,"Female","40-49","never married","Queens",323.690160094545,3,1,2
1475,2,1,1,3,1,2,"Male","30-39","married","Manhattan",252.065524693156,1,3,2
1476,7,3,5,6,5,2,"Male","50-59","married","Manhattan",267.867822845083,2,3,1
1477,3,1,2,6,3,4,"Female","50-59","separated","Manhattan",231.58741813819,1,3,2
1478,3,1,1,1,4,1,"Female","40-49","never married","Manhattan",196.153984690486,3,1,2
1479,5,3,4,6,4,4,"Female","50-59","never married","Manhattan",210.617930169509,1,3,2
1480,3,1,1,1,3,5,"Female","30-39","divorced","Queens",153.34611455375,2,1,3
1481,1,1,1,7,1,2,"Male","50-59","married","Manhattan",181.997902665766,1,3,2
1482,4,1,1,1,5,5,"Female","40-49","never married","Manhattan",188.816038317733,2,1,3
1483,4,1,2,2,6,2,"Female","30-39","never married","Manhattan",272.393333795598,3,1,2
1484,4,1,2,2,1,2,"Female","30-39","married","Queens",420.097387776596,1,2,3
1485,6,1,4,6,6,1,"Female","50-59","divorced","Brooklyn",138.566576853376,3,2,1
1486,6,1,2,1,2,1,"Female","30-39","married","Manhattan",287.209145796748,3,1,2
1487,7,1,1,3,3,3,"Female","40-49","never married","Queens",178.679167108143,2,1,3
1488,7,3,4,2,3,1,"Female","50-59","never married","Queens",258.382032390419,3,2,1
1489,7,5,6,7,4,7,"Female","18-29","separated","Manhattan",123.208981993357,1,2,3
1490,5,1,2,1,2,5,"Female","50-59","never married","New Jersey",282.9526698287,2,1,3
1491,7,1,2,3,4,2,"Male","30-39","never married","Brooklyn",211.166445452258,3,2,1
1492,6,2,4,2,7,6,"Female","30-39","married","New Jersey",213.236548253259,3,1,2
1493,1,1,1,1,5,4,"Female","50-59","married","Brooklyn",155.054171609444,3,1,2
1494,2,1,1,3,5,2,"Female","30-39","never married","Manhattan",268.32987470393,3,2,1
1495,6,5,6,7,4,6,"Female","40-49","never married","Queens",219.245068442483,1,3,2
1496,7,2,2,1,5,5,"Female","18-29","separated","Brooklyn",200.123350929763,2,1,3
1497,3,3,3,7,4,4,"Male","40-49","married","Manhattan",241.221243769717,1,3,2
1498,5,1,1,3,5,1,"Male","40-49","married","Brooklyn",154.157979550524,3,2,1
1499,1,1,1,3,3,5,"Male","40-49","never married","New Jersey",249.186388564427,2,1,3
1500,4,1,1,3,2,3,"Male","40-49","never married","Manhattan",226.69415830557,1,2,3
1501,4,1,3,2,5,5,"Male","18-29","never married","Manhattan",197.68857850757,2,1,3
1502,5,1,2,1,4,7,"Female","40-49","married","New Jersey",193.940981196234,2,1,3
1503,7,1,2,1,7,7,"Male","40-49","married","New Jersey",263.459046828687,2,1,3
1504,5,3,4,6,5,2,"Male","60 or over","married","Manhattan",105.427713056439,2,3,1
1505,4,2,3,5,3,4,"Female","30-39","never married","New Jersey",254.293954348213,1,3,2
1506,1,1,1,2,4,2,"Male","18-29","married","Manhattan",101.36534986013,3,1,2
1507,6,1,1,3,1,4,"Female","30-39","married","Queens",274.761866359974,1,2,3
1508,6,2,5,5,2,4,"Female","18-29","married","Manhattan",267.150458597572,1,3,2
1509,2,1,2,2,4,5,"Female","30-39","married","Brooklyn",213.009987298541,2,1,3
1510,3,1,1,3,4,5,"Male","60 or over","never married","New Jersey",155.703010713797,2,1,3
1511,4,1,1,3,1,7,"Male","50-59","never married","Brooklyn",215.023967918067,1,2,3
1512,6,2,5,7,4,3,"Male","18-29","never married","Manhattan",145.423064439885,2,3,1
1513,7,1,2,1,6,1,"Female","50-59","never married","Queens",126.320043532918,3,1,2
1514,7,2,3,1,7,3,"Male","30-39","married","Manhattan",205.339943857229,3,1,2
1515,7,2,2,1,1,7,"Female","40-49","married","Manhattan",190.376221452843,2,1,3
1516,4,1,1,3,4,6,"Male","50-59","married","Manhattan",204.519040503366,2,1,3
1517,2,1,2,6,2,5,"Female","40-49","never married","Manhattan",132.452300436896,1,3,2
1518,2,1,1,2,6,5,"Male","40-49","never married","Queens",189.406836635428,3,1,2
1519,4,3,3,6,7,2,"Male","40-49","married","Manhattan",237.900306245432,3,2,1
1520,3,1,1,3,3,2,"Female","30-39","never married","Manhattan",246.826261658299,3,2,1
1521,7,4,7,7,3,7,"Female","30-39","married","Manhattan",167.731812429163,1,2,3
1522,1,1,1,3,4,5,"Female","40-49","divorced","New Jersey",192.634827280185,2,1,3
1523,1,1,1,7,4,4,"Male","30-39","married","New Jersey",216.134379256836,1,3,2
1524,3,2,3,7,4,3,"Female","18-29","never married","Brooklyn",169.904258974105,2,3,1
1525,1,1,1,6,6,2,"Female","18-29","never married","Manhattan",119.969755846146,3,2,1
1526,3,2,2,2,5,5,"Male","18-29","married","Queens",203.212829207421,2,1,3
1527,1,1,1,5,4,5,"Female","30-39","never married","Brooklyn",184.953954581564,1,2,3
1528,4,1,1,3,6,7,"Female","40-49","married","Manhattan",320.946982462206,2,1,3
1529,4,1,3,2,3,4,"Female","18-29","never married","Queens",110.839276537498,2,1,3
1530,5,3,5,4,5,7,"Female","30-39","married","Brooklyn",102.162005198705,2,1,3
1531,3,2,3,4,4,6,"Male","60 or over","never married","Manhattan",145.03329561807,2,1,3
1532,2,1,2,5,5,4,"Male","50-59","separated","Brooklyn",154.429422747013,3,2,1
1533,1,1,1,3,5,4,"Female","50-59","never married","Manhattan",191.443842033245,3,1,2
1534,2,1,1,3,2,4,"Male","40-49","never married","Queens",195.139508161173,1,2,3
1535,5,2,4,5,3,4,"Male","18-29","married","Manhattan",114.856637140732,1,3,2
1536,1,1,1,5,4,4,"Male","18-29","married","Manhattan",233.133671827412,1,3,2
1537,1,1,1,6,3,4,"Female","30-39","married","Brooklyn",142.546360532798,1,3,2
1538,1,1,1,2,3,7,"Female","50-59","never married","Manhattan",141.042158405556,2,1,3
1539,6,2,5,5,7,5,"Male","40-49","never married","Brooklyn",219.524206673515,3,1,2
1540,1,1,1,4,5,5,"Female","40-49","never married","Queens",239.231155181108,2,1,3
1541,3,2,2,6,2,5,"Female","30-39","married","Queens",198.283460721111,1,3,2
1542,3,1,1,3,1,6,"Female","50-59","never married","Queens",253.158968805556,1,2,3
1543,3,1,2,2,3,3,"Male","60 or over","never married","Manhattan",217.152879882159,2,1,3
1544,6,2,2,1,3,6,"Male","50-59","married","Manhattan",189.520267238496,2,1,3
1545,5,1,2,1,3,4,"Female","18-29","never married","Queens",219.134646990103,2,1,3
1546,3,2,3,5,1,2,"Female","18-29","married","Brooklyn",191.779176914627,1,3,2
1547,7,1,1,3,5,5,"Female","30-39","married","Manhattan",191.926014512124,2,1,3
1548,3,3,3,4,3,7,"Female","30-39","married","Manhattan",149.797523298396,1,2,3
1549,4,1,3,6,2,5,"Female","30-39","married","Manhattan",127.99073465775,1,3,2
1550,2,1,1,3,5,4,"Female","40-49","never married","Manhattan",163.353984488782,3,1,2
1551,7,3,6,5,3,6,"Male","30-39","never married","Manhattan",317.31642687385,1,2,3
1552,3,1,2,2,6,4,"Female","40-49","never married","Manhattan",213.815752058086,3,1,2
1553,5,1,2,1,3,2,"Female","30-39","married","Manhattan",208.741311029958,3,1,2
1554,2,1,1,3,5,3,"Male","18-29","married","Brooklyn",174.499195426913,3,1,2
1555,5,3,4,6,7,2,"Male","50-59","never married","New Jersey",178.611968009142,3,2,1
1556,4,1,1,3,3,5,"Male","18-29","never married","Manhattan",438.025508788824,2,1,3
1557,1,1,1,2,2,5,"Male","18-29","divorced","Queens",181.846266428806,2,1,3
1558,3,1,1,3,6,5,"Female","50-59","never married","Manhattan",161.952455226389,3,1,2
1559,5,1,4,6,7,3,"Male","18-29","separated","Manhattan",325.639837472906,3,2,1
1560,7,4,5,2,2,5,"Male","40-49","married","New Jersey",251.686748317085,2,1,3
1561,5,3,4,6,5,5,"Female","40-49","never married","New Jersey",106.896963850644,1,3,2
1562,5,1,1,3,5,4,"Male","30-39","never married","Manhattan",205.923224610198,3,1,2
1563,2,1,2,6,5,4,"Female","18-29","married","Brooklyn",154.021391723388,2,3,1
1564,1,1,1,5,2,4,"Male","30-39","married","Manhattan",246.619185839823,1,3,2
1565,3,3,3,4,7,4,"Female","30-39","separated","Manhattan",205.311271233606,3,1,2
1566,4,2,3,6,1,4,"Female","18-29","married","Manhattan",226.25177590119,1,3,2
1567,6,2,4,6,5,4,"Female","40-49","married","Queens",240.219875307657,2,3,1
1568,1,1,1,3,4,5,"Female","30-39","married","Manhattan",264.426050715237,2,1,3
1569,5,4,4,5,5,4,"Male","40-49","never married","Brooklyn",159.369685989535,3,2,1
1570,2,1,2,4,3,5,"Male","40-49","never married","Manhattan",160.372951241971,1,2,3
1571,6,2,5,5,6,4,"Female","18-29","never married","Brooklyn",229.289968030088,3,2,1
1572,7,1,1,3,2,1,"Female","50-59","married","Manhattan",194.10276817336,2,3,1
1573,2,1,2,7,4,3,"Female","60 or over","never married","Manhattan",195.391364430666,2,3,1
1574,5,3,5,4,2,4,"Female","40-49","never married","Brooklyn",192.240904077502,1,2,3
1575,3,3,3,6,2,4,"Female","18-29","never married","Queens",236.251300826691,1,3,2
1576,4,1,2,1,7,7,"Female","18-29","married","Brooklyn",230.097050359578,2,1,3
1577,2,1,2,5,5,3,"Male","30-39","never married","Manhattan",148.044145366269,3,2,1
1578,1,1,1,3,5,5,"Female","18-29","married","Manhattan",260.806171682245,2,1,3
1579,4,2,3,2,2,7,"Female","40-49","never married","Brooklyn",214.785060253607,2,1,3
1580,6,1,4,6,6,5,"Male","40-49","never married","Brooklyn",412.187596036568,3,2,1
1581,6,3,6,4,7,5,"Female","30-39","never married","Queens",363.65261680419,3,1,2
1582,3,1,3,5,4,4,"Female","50-59","never married","Manhattan",233.429245093374,1,3,2
1583,4,1,4,7,4,4,"Female","30-39","never married","Manhattan",236.707871675934,1,3,2
1584,7,2,7,4,3,4,"Female","50-59","married","Manhattan",327.092735779787,1,2,3
