"id","health1","health2","health3","mcdonalds","chipotle","shake_shack","gender","age","marital_status","location","rank_chipotle","rank_mcdonalds","rank_shake_shack"
1511,4,1,1,3,1,7,"Male","50-59","never married","Brooklyn",1,2,3
1512,6,2,5,7,4,3,"Male","18-29","never married","Manhattan",2,3,1
1513,7,1,2,1,6,1,"Female","50-59","never married","Queens",3,1,2
1514,7,2,3,1,7,3,"Male","30-39","married","Manhattan",3,1,2
1515,7,2,2,1,1,7,"Female","40-49","married","Manhattan",2,1,3
1516,4,1,1,3,4,6,"Male","50-59","married","Manhattan",2,1,3
1517,2,1,2,6,2,5,"Female","40-49","never married","Manhattan",1,3,2
1518,2,1,1,2,6,5,"Male","40-49","never married","Queens",3,1,2
1519,4,3,3,6,7,2,"Male","40-49","married","Manhattan",3,2,1
1520,3,1,1,3,3,2,"Female","30-39","never married","Manhattan",3,2,1
1521,7,4,7,7,3,7,"Female","30-39","married","Manhattan",1,2,3
1522,1,1,1,3,4,5,"Female","40-49","divorced","New Jersey",2,1,3
1523,1,1,1,7,4,4,"Male","30-39","married","New Jersey",1,3,2
1524,3,2,3,7,4,3,"Female","18-29","never married","Brooklyn",2,3,1
1525,1,1,1,6,6,2,"Female","18-29","never married","Manhattan",3,2,1
1526,3,2,2,2,5,5,"Male","18-29","married","Queens",2,1,3
1527,1,1,1,5,4,5,"Female","30-39","never married","Brooklyn",1,2,3
1528,4,1,1,3,6,7,"Female","40-49","married","Manhattan",2,1,3
1529,4,1,3,2,3,4,"Female","18-29","never married","Queens",2,1,3
1530,5,3,5,4,5,7,"Female","30-39","married","Brooklyn",2,1,3
1531,3,2,3,4,4,6,"Male","60 or over","never married","Manhattan",2,1,3
1532,2,1,2,5,5,4,"Male","50-59","separated","Brooklyn",3,2,1
1533,1,1,1,3,5,4,"Female","50-59","never married","Manhattan",3,1,2
1534,2,1,1,3,2,4,"Male","40-49","never married","Queens",1,2,3
1535,5,2,4,5,3,4,"Male","18-29","married","Manhattan",1,3,2
1536,1,1,1,5,4,4,"Male","18-29","married","Manhattan",1,3,2
1537,1,1,1,6,3,4,"Female","30-39","married","Brooklyn",1,3,2
1538,1,1,1,2,3,7,"Female","50-59","never married","Manhattan",2,1,3
1539,6,2,5,5,7,5,"Male","40-49","never married","Brooklyn",3,1,2
1540,1,1,1,4,5,5,"Female","40-49","never married","Queens",2,1,3
1541,3,2,2,6,2,5,"Female","30-39","married","Queens",1,3,2
1542,3,1,1,3,1,6,"Female","50-59","never married","Queens",1,2,3
1543,3,1,2,2,3,3,"Male","60 or over","never married","Manhattan",2,1,3
1544,6,2,2,1,3,6,"Male","50-59","married","Manhattan",2,1,3
1545,5,1,2,1,3,4,"Female","18-29","never married","Queens",2,1,3
1546,3,2,3,5,1,2,"Female","18-29","married","Brooklyn",1,3,2
1547,7,1,1,3,5,5,"Female","30-39","married","Manhattan",2,1,3
1548,3,3,3,4,3,7,"Female","30-39","married","Manhattan",1,2,3
1549,4,1,3,6,2,5,"Female","30-39","married","Manhattan",1,3,2
1550,2,1,1,3,5,4,"Female","40-49","never married","Manhattan",3,1,2
1551,7,3,6,5,3,6,"Male","30-39","never married","Manhattan",1,2,3
1552,3,1,2,2,6,4,"Female","40-49","never married","Manhattan",3,1,2
1553,5,1,2,1,3,2,"Female","30-39","married","Manhattan",3,1,2
1554,2,1,1,3,5,3,"Male","18-29","married","Brooklyn",3,1,2
1555,5,3,4,6,7,2,"Male","50-59","never married","New Jersey",3,2,1
1556,4,1,1,3,3,5,"Male","18-29","never married","Manhattan",2,1,3
1557,1,1,1,2,2,5,"Male","18-29","divorced","Queens",2,1,3
1558,3,1,1,3,6,5,"Female","50-59","never married","Manhattan",3,1,2
1559,5,1,4,6,7,3,"Male","18-29","separated","Manhattan",3,2,1
1560,7,4,5,2,2,5,"Male","40-49","married","New Jersey",2,1,3
1561,5,3,4,6,5,5,"Female","40-49","never married","New Jersey",1,3,2
1562,5,1,1,3,5,4,"Male","30-39","never married","Manhattan",3,1,2
1563,2,1,2,6,5,4,"Female","18-29","married","Brooklyn",2,3,1
1564,1,1,1,5,2,4,"Male","30-39","married","Manhattan",1,3,2
1565,3,3,3,4,7,4,"Female","30-39","separated","Manhattan",3,1,2
1566,4,2,3,6,1,4,"Female","18-29","married","Manhattan",1,3,2
1567,6,2,4,6,5,4,"Female","40-49","married","Queens",2,3,1
1568,1,1,1,3,4,5,"Female","30-39","married","Manhattan",2,1,3
1569,5,4,4,5,5,4,"Male","40-49","never married","Brooklyn",3,2,1
1570,2,1,2,4,3,5,"Male","40-49","never married","Manhattan",1,2,3
1571,6,2,5,5,6,4,"Female","18-29","never married","Brooklyn",3,2,1
1572,7,1,1,3,2,1,"Female","50-59","married","Manhattan",2,3,1
1573,2,1,2,7,4,3,"Female","60 or over","never married","Manhattan",2,3,1
1574,5,3,5,4,2,4,"Female","40-49","never married","Brooklyn",1,2,3
1575,3,3,3,6,2,4,"Female","18-29","never married","Queens",1,3,2
1576,4,1,2,1,7,7,"Female","18-29","married","Brooklyn",2,1,3
1577,2,1,2,5,5,3,"Male","30-39","never married","Manhattan",3,2,1
1578,1,1,1,3,5,5,"Female","18-29","married","Manhattan",2,1,3
1579,4,2,3,2,2,7,"Female","40-49","never married","Brooklyn",2,1,3
1580,6,1,4,6,6,5,"Male","40-49","never married","Brooklyn",3,2,1
1581,6,3,6,4,7,5,"Female","30-39","never married","Queens",3,1,2
1582,3,1,3,5,4,4,"Female","50-59","never married","Manhattan",1,3,2
1583,4,1,4,7,4,4,"Female","30-39","never married","Manhattan",1,3,2
1584,7,2,7,4,3,4,"Female","50-59","married","Manhattan",1,2,3
1585,6,1,1,3,3,7,"Male","50-59","never married","Queens",2,1,3
1586,4,4,4,4,5,7,"Male","18-29","separated","Queens",2,1,3
1587,5,2,2,1,7,4,"Male","18-29","never married","Manhattan",3,1,2
1588,6,1,1,3,5,7,"Male","40-49","never married","Manhattan",2,1,3
1589,2,2,2,5,3,3,"Female","30-39","never married","Queens",1,3,2
1590,2,1,2,2,1,4,"Female","18-29","never married","Manhattan",1,2,3
1591,3,1,3,4,3,6,"Female","30-39","never married","Brooklyn",1,2,3
1592,1,1,1,6,5,1,"Male","30-39","married","New Jersey",2,3,1
1593,7,3,7,4,6,2,"Female","40-49","never married","Manhattan",3,2,1
1594,2,1,1,2,5,2,"Female","30-39","never married","Manhattan",3,1,2
1595,4,1,1,3,1,4,"Male","30-39","married","New Jersey",1,2,3
1596,3,1,1,1,5,4,"Female","18-29","never married","Brooklyn",3,1,2
1597,6,1,2,1,3,5,"Male","50-59","never married","Queens",2,1,3
1598,5,1,1,3,4,1,"Female","30-39","never married","Manhattan",3,2,1
1599,6,2,2,1,4,2,"Female","30-39","divorced","Manhattan",3,1,2
1600,1,1,1,4,5,1,"Female","30-39","never married","Manhattan",3,2,1
1601,1,1,1,3,5,5,"Male","30-39","married","Queens",2,1,3
1602,2,1,2,7,6,7,"Male","30-39","never married","Brooklyn",1,2,3
1603,6,1,1,3,7,5,"Female","30-39","married","Manhattan",3,1,2
1604,4,1,1,3,5,3,"Female","40-49","never married","Queens",3,1,2
1605,6,1,4,6,6,6,"Female","50-59","never married","Manhattan",2,1,3
1606,5,2,5,7,3,5,"Female","50-59","never married","Manhattan",1,3,2
1607,6,1,1,3,1,6,"Female","18-29","separated","Manhattan",1,2,3
1608,2,1,2,5,7,4,"Female","30-39","married","Manhattan",3,2,1
1609,4,2,3,6,3,7,"Female","60 or over","married","Manhattan",1,2,3
1610,5,3,3,2,3,5,"Male","40-49","divorced","Queens",2,1,3
1611,7,2,6,5,5,2,"Female","30-39","married","Manhattan",3,2,1
1612,7,2,3,1,5,4,"Female","60 or over","never married","New Jersey",3,1,2
1613,2,1,1,1,7,4,"Male","30-39","never married","Manhattan",3,1,2
1614,2,1,1,3,3,4,"Female","18-29","married","Manhattan",2,1,3
1615,2,1,2,6,5,2,"Female","30-39","never married","Manhattan",2,3,1
1616,5,2,3,2,2,6,"Male","40-49","married","Queens",2,1,3
1617,7,2,3,1,4,2,"Female","18-29","married","Brooklyn",3,1,2
1618,2,1,1,3,3,3,"Female","18-29","never married","Manhattan",2,1,3
1619,4,1,3,6,4,5,"Male","50-59","married","Manhattan",1,3,2
1620,2,1,2,6,1,7,"Female","40-49","married","New Jersey",1,2,3
1621,7,3,5,2,7,6,"Male","50-59","married","Brooklyn",3,1,2
1622,4,1,2,1,6,1,"Female","50-59","never married","Manhattan",3,1,2
1623,1,1,1,3,2,4,"Female","40-49","never married","Manhattan",1,2,3
1624,6,3,3,2,5,2,"Male","30-39","divorced","Brooklyn",3,1,2
1625,6,1,3,1,1,1,"Female","18-29","never married","New Jersey",2,1,3
1626,6,1,1,3,1,3,"Female","40-49","never married","Manhattan",1,2,3
1627,1,1,1,3,3,5,"Male","40-49","never married","Manhattan",2,1,3
1628,1,1,1,3,3,2,"Male","40-49","never married","Manhattan",3,2,1
1629,2,2,2,6,6,3,"Female","30-39","married","New Jersey",3,2,1
1630,3,1,3,5,3,2,"Male","30-39","never married","Brooklyn",2,3,1
1631,7,4,5,2,5,3,"Male","18-29","married","Queens",3,1,2
1632,7,2,4,2,1,5,"Male","40-49","married","New Jersey",1,2,3
1633,1,1,1,1,1,3,"Male","40-49","never married","Brooklyn",2,1,3
1634,1,1,1,4,1,5,"Female","50-59","never married","Manhattan",1,2,3
1635,4,3,4,4,3,6,"Male","50-59","married","Manhattan",1,2,3
1636,1,1,1,3,5,4,"Male","50-59","never married","Manhattan",3,1,2
1637,1,1,1,6,3,4,"Female","50-59","married","Brooklyn",1,3,2
1638,1,1,1,5,3,3,"Female","40-49","never married","Manhattan",1,3,2
1639,2,1,2,2,1,2,"Male","50-59","never married","Brooklyn",1,2,3
1640,6,4,4,6,4,6,"Female","40-49","never married","Brooklyn",1,2,3
1641,6,2,2,1,4,3,"Female","30-39","never married","Manhattan",3,1,2
1642,7,1,6,5,6,3,"Female","30-39","married","Brooklyn",3,2,1
1643,6,1,4,6,5,4,"Female","40-49","never married","Manhattan",2,3,1
1644,6,4,6,4,4,2,"Female","18-29","never married","New Jersey",3,2,1
1645,1,1,1,3,4,3,"Female","40-49","never married","Manhattan",3,1,2
1646,3,2,3,4,4,4,"Male","40-49","never married","Manhattan",2,1,3
1647,1,1,1,7,6,7,"Female","30-39","married","Queens",1,2,3
1648,4,1,2,1,4,5,"Female","30-39","divorced","Manhattan",2,1,3
1649,7,5,5,6,4,4,"Male","30-39","never married","Manhattan",1,3,2
1650,2,2,2,2,4,3,"Male","30-39","married","Brooklyn",3,1,2
1651,1,1,1,1,4,5,"Female","40-49","never married","Manhattan",2,1,3
1652,4,2,3,5,3,1,"Female","30-39","married","Brooklyn",2,3,1
1653,3,1,2,2,4,4,"Male","18-29","never married","Brooklyn",2,1,3
1654,6,4,6,4,4,7,"Male","30-39","married","Manhattan",2,1,3
1655,3,1,2,1,3,4,"Male","40-49","never married","New Jersey",2,1,3
1656,5,5,5,7,6,7,"Male","40-49","never married","Manhattan",1,2,3
1657,6,1,1,3,5,2,"Female","30-39","never married","Brooklyn",3,2,1
1658,3,2,3,7,2,4,"Male","40-49","married","Manhattan",1,3,2
1659,4,2,4,7,4,3,"Female","30-39","never married","Queens",2,3,1
1660,7,5,5,6,4,4,"Female","40-49","never married","Manhattan",1,3,2
1661,5,1,1,3,2,7,"Male","40-49","never married","Manhattan",1,2,3
1662,4,1,3,6,3,1,"Female","50-59","separated","Manhattan",2,3,1
1663,3,1,1,3,6,5,"Female","30-39","never married","Brooklyn",3,1,2
1664,5,1,1,3,3,6,"Male","50-59","married","New Jersey",2,1,3
1665,4,4,4,4,6,2,"Female","18-29","married","Queens",3,2,1
1666,4,3,4,5,2,3,"Female","40-49","married","New Jersey",1,3,2
1667,7,1,2,1,5,4,"Male","50-59","never married","Manhattan",3,1,2
1668,3,1,2,2,5,7,"Male","50-59","married","Manhattan",2,1,3
1669,3,2,3,5,1,6,"Male","30-39","never married","Manhattan",1,2,3
1670,3,1,2,2,6,4,"Male","50-59","married","Manhattan",3,1,2
1671,4,2,2,2,2,1,"Male","40-49","never married","Brooklyn",3,2,1
1672,3,1,3,6,3,2,"Female","18-29","divorced","Queens",2,3,1
1673,1,1,1,2,1,1,"Male","40-49","never married","Queens",1,3,2
1674,1,1,1,3,4,5,"Female","50-59","never married","Queens",2,1,3
1675,4,3,4,7,5,2,"Male","40-49","married","Manhattan",2,3,1
1676,4,1,1,3,5,7,"Male","40-49","never married","New Jersey",2,1,3
1677,3,1,1,1,5,7,"Female","50-59","separated","Queens",2,1,3
1678,2,1,2,4,1,6,"Female","50-59","married","Manhattan",1,2,3
1679,7,1,5,6,3,5,"Male","50-59","never married","Brooklyn",1,3,2
1680,7,1,1,3,7,1,"Female","30-39","married","Brooklyn",3,2,1
1681,1,1,1,3,6,4,"Male","40-49","married","Manhattan",3,1,2
1682,6,3,5,5,5,5,"Male","30-39","never married","Queens",2,1,3
1683,6,1,2,1,1,4,"Female","30-39","married","Manhattan",2,1,3
1684,1,1,1,2,2,3,"Female","30-39","married","Manhattan",2,1,3
1685,1,1,1,1,4,2,"Female","40-49","never married","Manhattan",3,1,2
1686,3,1,2,2,5,4,"Female","18-29","never married","Manhattan",3,1,2
1687,4,3,4,4,4,6,"Male","50-59","married","Manhattan",2,1,3
1688,7,1,1,3,3,2,"Male","40-49","married","Queens",3,2,1
1689,7,1,2,1,7,2,"Female","40-49","married","Manhattan",3,1,2
1690,2,1,2,4,2,2,"Male","30-39","separated","Manhattan",1,3,2
1691,1,1,1,6,5,5,"Female","30-39","married","Manhattan",1,3,2
1692,4,1,4,7,3,5,"Female","30-39","married","Manhattan",1,3,2
1693,1,1,1,5,7,4,"Female","40-49","never married","Queens",3,2,1
1694,1,1,1,4,4,4,"Female","50-59","married","Manhattan",2,1,3
1695,2,1,2,6,3,5,"Male","40-49","married","Manhattan",1,3,2
1696,1,1,1,3,1,1,"Female","18-29","separated","New Jersey",1,3,2
1697,2,1,2,7,7,4,"Female","30-39","married","Brooklyn",3,2,1
1698,7,1,2,1,3,7,"Male","18-29","never married","Manhattan",2,1,3
1699,5,1,3,2,7,3,"Male","18-29","married","New Jersey",3,1,2
1700,3,2,3,6,7,1,"Female","30-39","married","Queens",3,2,1
1701,7,2,5,6,6,2,"Male","40-49","never married","New Jersey",3,2,1
1702,7,1,1,3,4,4,"Male","30-39","never married","Manhattan",2,1,3
1703,6,1,1,3,1,2,"Female","40-49","never married","Queens",1,3,2
1704,3,2,3,7,1,5,"Male","40-49","married","Queens",1,3,2
1705,6,1,1,3,5,4,"Male","40-49","never married","Brooklyn",3,1,2
1706,5,2,2,1,3,5,"Male","30-39","never married","Manhattan",2,1,3
1707,6,1,4,2,4,5,"Male","18-29","never married","Manhattan",2,1,3
1708,3,1,1,3,3,2,"Female","18-29","never married","Manhattan",3,2,1
1709,7,4,4,2,4,3,"Female","40-49","married","Manhattan",3,1,2
1710,6,1,2,1,5,1,"Male","40-49","never married","New Jersey",3,1,2
1711,3,3,3,4,1,6,"Female","50-59","never married","Manhattan",1,2,3
1712,1,1,1,1,2,1,"Male","50-59","married","Manhattan",3,1,2
1713,7,6,6,7,4,6,"Female","50-59","married","Brooklyn",1,3,2
1714,1,1,1,1,3,4,"Female","40-49","married","New Jersey",2,1,3
1715,2,1,2,7,5,3,"Male","30-39","never married","Brooklyn",2,3,1
1716,3,1,3,7,4,3,"Male","40-49","never married","Brooklyn",2,3,1
1717,2,1,1,3,2,2,"Male","40-49","divorced","Manhattan",1,3,2
1718,3,1,2,2,4,2,"Female","18-29","never married","Queens",3,1,2
1719,5,3,4,5,1,5,"Female","30-39","never married","Manhattan",1,2,3
1720,1,1,1,6,3,7,"Female","18-29","never married","Queens",1,2,3
1721,7,4,6,7,4,5,"Female","30-39","never married","Brooklyn",1,3,2
1722,6,1,2,1,2,4,"Female","30-39","married","Manhattan",2,1,3
1723,1,1,1,2,7,4,"Female","50-59","married","Brooklyn",3,1,2
1724,7,4,6,5,4,4,"Female","60 or over","never married","Brooklyn",1,3,2
1725,4,1,1,3,1,5,"Female","40-49","never married","Manhattan",1,2,3
1726,6,1,1,3,3,5,"Female","40-49","never married","Queens",2,1,3
1727,7,1,4,2,7,2,"Female","30-39","married","Manhattan",3,1,2
1728,2,1,2,2,5,4,"Female","40-49","never married","Queens",3,1,2
1729,6,1,6,7,3,4,"Female","18-29","married","Manhattan",1,3,2
1730,7,1,7,4,3,1,"Male","40-49","widowed","Queens",2,3,1
1731,6,3,5,5,7,6,"Female","30-39","never married","Manhattan",3,1,2
1732,2,1,1,3,2,5,"Male","18-29","never married","Manhattan",1,2,3
1733,2,1,1,3,3,4,"Male","40-49","never married","Brooklyn",2,1,3
1734,1,1,1,4,1,6,"Female","40-49","never married","Manhattan",1,2,3
1735,6,2,4,6,3,1,"Female","40-49","never married","Manhattan",2,3,1
1736,3,1,2,2,2,7,"Male","40-49","never married","Queens",2,1,3
1737,1,1,1,3,4,4,"Male","40-49","never married","Queens",2,1,3
1738,3,1,3,7,2,5,"Female","30-39","never married","Brooklyn",1,3,2
1739,3,1,1,3,5,6,"Male","30-39","never married","Manhattan",2,1,3
1740,7,3,6,5,3,2,"Female","18-29","married","Manhattan",2,3,1
1741,6,1,1,3,6,3,"Female","50-59","married","Brooklyn",3,1,2
1742,5,1,2,1,2,4,"Female","30-39","married","Manhattan",2,1,3
1743,1,1,1,2,5,4,"Male","50-59","never married","Manhattan",3,1,2
1744,3,1,1,3,6,4,"Female","30-39","never married","New Jersey",3,1,2
1745,7,5,6,5,4,4,"Male","30-39","divorced","Manhattan",1,3,2
1746,4,1,1,1,3,5,"Female","40-49","never married","Manhattan",2,1,3
1747,2,1,1,2,3,7,"Female","50-59","never married","Manhattan",2,1,3
1748,1,1,1,5,7,6,"Male","50-59","married","Manhattan",3,1,2
1749,5,2,3,2,1,2,"Male","40-49","never married","Brooklyn",1,2,3
1750,2,2,2,7,3,6,"Male","18-29","never married","Manhattan",1,3,2
1751,1,1,1,1,5,6,"Female","30-39","never married","Brooklyn",2,1,3
1752,1,1,1,1,5,2,"Male","18-29","never married","Manhattan",3,1,2
1753,5,1,1,3,3,5,"Male","40-49","never married","Manhattan",2,1,3
1754,7,1,2,1,2,2,"Female","18-29","married","New Jersey",2,1,3
1755,7,4,6,7,7,7,"Female","18-29","married","Manhattan",2,1,3
1756,5,2,3,2,5,1,"Female","18-29","never married","Queens",3,2,1
1757,7,2,3,1,4,4,"Male","30-39","never married","New Jersey",2,1,3
1758,3,3,3,7,1,4,"Male","30-39","married","Manhattan",1,3,2
1759,4,3,4,7,2,5,"Male","50-59","never married","Manhattan",1,3,2
1760,5,3,4,6,3,3,"Male","50-59","never married","Manhattan",1,3,2
1761,7,7,7,4,3,5,"Female","18-29","never married","Manhattan",1,2,3
1762,2,1,1,2,5,6,"Male","30-39","never married","Manhattan",2,1,3
1763,1,1,1,1,4,1,"Female","40-49","married","Manhattan",3,1,2
1764,1,1,1,1,3,2,"Female","30-39","married","Manhattan",3,1,2
1765,7,2,3,2,4,5,"Female","30-39","married","Brooklyn",2,1,3
1766,1,1,1,6,1,5,"Female","40-49","never married","Brooklyn",1,3,2
1767,6,4,5,5,7,4,"Female","40-49","married","New Jersey",3,2,1
1768,3,1,1,3,7,3,"Male","40-49","married","Manhattan",3,1,2
1769,1,1,1,3,3,5,"Female","40-49","married","Manhattan",2,1,3
1770,3,1,2,2,3,5,"Male","40-49","married","Queens",2,1,3
1771,1,1,1,2,1,6,"Male","18-29","never married","Queens",1,2,3
1772,5,4,5,7,4,2,"Female","30-39","never married","Queens",2,3,1
1773,3,1,1,3,5,7,"Male","60 or over","never married","Manhattan",2,1,3
1774,3,1,2,1,4,2,"Male","40-49","married","Manhattan",3,1,2
1775,3,1,2,1,4,4,"Female","50-59","married","New Jersey",2,1,3
1776,6,6,6,7,3,2,"Female","30-39","separated","Manhattan",2,3,1
1777,5,2,5,7,4,6,"Female","30-39","never married","Brooklyn",1,3,2
1778,5,2,3,2,4,7,"Female","18-29","never married","Manhattan",2,1,3
1779,3,1,1,3,1,1,"Male","40-49","never married","New Jersey",1,3,2
1780,2,1,1,3,3,3,"Male","50-59","married","Manhattan",2,1,3
1781,7,2,3,1,7,4,"Female","40-49","divorced","Queens",3,1,2
1782,2,1,1,1,4,7,"Male","18-29","separated","Manhattan",2,1,3
1783,6,2,2,1,4,1,"Female","30-39","married","New Jersey",3,1,2
1784,1,1,1,7,7,2,"Female","40-49","never married","Manhattan",3,2,1
1785,5,1,5,7,3,4,"Female","30-39","never married","Brooklyn",1,3,2
1786,3,2,3,5,6,7,"Female","18-29","married","Brooklyn",2,1,3
1787,1,1,1,2,7,1,"Male","50-59","married","Queens",3,2,1
1788,5,1,1,3,3,4,"Female","50-59","never married","Brooklyn",2,1,3
1789,3,1,1,3,4,2,"Male","40-49","married","Queens",3,2,1
1790,6,4,6,7,3,5,"Male","40-49","widowed","Queens",1,3,2
1791,4,1,2,1,5,3,"Male","18-29","never married","Manhattan",3,1,2
1792,4,1,1,3,4,7,"Female","30-39","married","Manhattan",2,1,3
1793,1,1,1,1,4,5,"Male","40-49","never married","New Jersey",2,1,3
1794,2,1,1,1,3,5,"Male","18-29","never married","Queens",2,1,3
1795,5,1,3,2,5,7,"Male","18-29","never married","Manhattan",2,1,3
1796,4,4,4,5,5,2,"Male","40-49","never married","Brooklyn",3,2,1
1797,3,1,2,1,5,4,"Female","50-59","never married","Queens",3,1,2
1798,1,1,1,2,3,4,"Male","40-49","never married","Manhattan",2,1,3
1799,1,1,1,6,6,4,"Male","40-49","never married","Brooklyn",3,2,1
1800,6,3,4,2,5,2,"Female","18-29","married","Manhattan",3,1,2
1801,7,1,2,1,3,1,"Female","30-39","married","Queens",3,1,2
1802,6,5,6,4,5,7,"Female","40-49","never married","Brooklyn",2,1,3
1803,2,1,2,2,2,5,"Male","30-39","never married","Manhattan",2,1,3
1804,3,1,1,3,4,5,"Male","50-59","never married","Queens",2,1,3
1805,7,3,6,5,2,3,"Female","30-39","never married","Manhattan",1,3,2
1806,1,1,1,3,3,6,"Female","40-49","married","Queens",2,1,3
1807,4,2,3,2,3,5,"Male","18-29","never married","Manhattan",2,1,3
1808,5,1,1,3,4,3,"Female","30-39","separated","Brooklyn",3,1,2
1809,1,1,1,1,3,2,"Male","30-39","never married","Brooklyn",3,1,2
1810,4,2,2,2,7,2,"Male","40-49","married","New Jersey",3,1,2
1811,7,1,1,3,1,4,"Female","40-49","married","Manhattan",1,2,3
1812,1,1,1,2,3,3,"Female","50-59","widowed","Manhattan",2,1,3
1813,3,1,1,3,5,5,"Female","30-39","divorced","Manhattan",2,1,3
1814,1,1,1,3,1,5,"Male","50-59","married","Manhattan",1,2,3
1815,1,1,1,2,2,6,"Female","50-59","married","Manhattan",2,1,3
1816,4,2,2,1,3,3,"Female","18-29","never married","Queens",2,1,3
1817,7,5,7,4,6,4,"Female","18-29","married","Manhattan",3,1,2
1818,3,3,3,4,4,2,"Male","40-49","married","Queens",3,2,1
1819,6,1,3,2,6,1,"Female","30-39","married","Manhattan",3,2,1
1820,6,1,1,3,5,7,"Female","50-59","never married","Queens",2,1,3
1821,1,1,1,3,1,1,"Female","60 or over","married","Brooklyn",1,3,2
1822,4,2,2,1,3,2,"Female","30-39","never married","Manhattan",3,1,2
1823,1,1,1,3,6,4,"Female","30-39","never married","Queens",3,1,2
1824,3,3,3,4,3,2,"Female","40-49","married","Queens",2,3,1
1825,7,2,6,7,2,2,"Female","40-49","widowed","Manhattan",1,3,2
1826,7,5,6,7,4,7,"Female","30-39","married","Manhattan",1,2,3
1827,1,1,1,3,5,7,"Male","50-59","married","Queens",2,1,3
1828,3,1,3,4,3,6,"Female","30-39","married","Queens",1,2,3
1829,5,1,2,1,4,2,"Female","18-29","never married","Queens",3,1,2
1830,5,1,4,5,3,4,"Male","40-49","never married","Brooklyn",1,3,2
1831,1,1,1,3,4,7,"Male","40-49","married","Manhattan",2,1,3
1832,4,1,2,2,3,5,"Female","30-39","never married","Manhattan",2,1,3
1833,6,4,5,5,5,1,"Female","30-39","never married","Manhattan",3,2,1
1834,7,1,4,2,3,2,"Female","30-39","never married","Queens",3,1,2
1835,4,3,4,7,6,2,"Male","18-29","married","Brooklyn",2,3,1
1836,2,1,2,4,6,5,"Male","30-39","married","Manhattan",3,1,2
1837,1,1,1,3,3,4,"Male","40-49","never married","Manhattan",2,1,3
1838,3,1,2,2,4,1,"Male","50-59","married","Manhattan",3,2,1
1839,3,2,3,5,6,4,"Female","30-39","married","Manhattan",3,2,1
1840,3,1,1,1,3,4,"Male","40-49","married","New Jersey",2,1,3
1841,4,2,2,2,3,2,"Male","40-49","never married","Brooklyn",3,1,2
1842,1,1,1,2,1,7,"Female","30-39","never married","Queens",1,2,3
1843,5,1,1,3,4,7,"Male","30-39","married","Queens",2,1,3
1844,5,1,1,3,4,4,"Female","40-49","married","Manhattan",2,1,3
1845,1,1,1,6,1,6,"Male","30-39","married","Brooklyn",1,2,3
1846,7,4,4,2,2,5,"Female","30-39","married","Manhattan",2,1,3
1847,3,2,3,7,3,4,"Male","30-39","never married","Queens",1,3,2
1848,4,1,3,6,2,4,"Male","18-29","married","Brooklyn",1,3,2
1849,5,1,2,1,3,3,"Male","18-29","divorced","Manhattan",2,1,3
1850,7,2,6,7,7,5,"Male","18-29","never married","Manhattan",3,2,1
1851,4,1,2,1,2,4,"Male","18-29","never married","Manhattan",2,1,3
1852,1,1,1,2,7,4,"Male","50-59","never married","Manhattan",3,1,2
1853,6,4,4,6,3,2,"Male","50-59","married","Queens",2,3,1
1854,1,1,1,5,5,4,"Female","30-39","never married","Brooklyn",3,2,1
1855,5,3,5,7,1,4,"Female","60 or over","never married","Manhattan",1,3,2
1856,4,1,2,1,2,4,"Female","30-39","never married","New Jersey",2,1,3
1857,6,1,2,3,5,1,"Male","18-29","never married","Manhattan",3,2,1
1858,4,4,4,7,6,5,"Male","50-59","married","Manhattan",2,3,1
1859,3,2,2,2,4,3,"Female","18-29","separated","Queens",3,1,2
1860,6,3,3,2,4,2,"Female","30-39","married","Manhattan",3,1,2
1861,6,1,1,3,6,4,"Female","18-29","never married","Manhattan",3,1,2
1862,6,3,6,4,3,5,"Female","40-49","never married","Manhattan",1,2,3
1863,4,2,3,5,2,3,"Female","50-59","never married","Brooklyn",1,3,2
1864,7,2,4,2,3,2,"Female","30-39","married","Manhattan",3,1,2
1865,1,1,1,2,2,4,"Male","18-29","never married","Brooklyn",2,1,3
1866,5,2,3,2,1,5,"Female","50-59","never married","Manhattan",1,2,3
1867,4,1,1,1,4,7,"Male","40-49","married","Manhattan",2,1,3
1868,6,3,3,2,4,2,"Female","50-59","separated","Manhattan",3,1,2
1869,3,1,2,1,4,2,"Female","30-39","married","Manhattan",3,1,2
1870,7,3,4,2,3,4,"Male","50-59","married","Brooklyn",2,1,3
1871,1,1,1,3,4,4,"Male","30-39","married","Queens",2,1,3
1872,4,1,2,2,1,5,"Female","30-39","never married","Manhattan",1,2,3
1873,5,1,2,1,4,2,"Male","50-59","never married","Brooklyn",3,1,2
1874,3,2,3,5,3,5,"Female","18-29","never married","New Jersey",1,2,3
1875,3,1,2,2,2,5,"Male","30-39","married","Manhattan",2,1,3
1876,2,2,2,7,3,5,"Female","40-49","married","Manhattan",1,3,2
1877,7,3,7,4,4,6,"Male","40-49","divorced","Brooklyn",2,1,3
1878,3,1,1,1,1,5,"Female","50-59","married","Queens",2,1,3
1879,6,2,2,1,3,2,"Male","30-39","married","Queens",3,1,2
1880,7,5,6,7,1,3,"Male","30-39","married","Queens",1,3,2
1881,7,2,6,5,3,3,"Male","18-29","separated","New Jersey",1,3,2
