"trip_id","tip","trip_duration","trip_distance","passenger_count","fare_amount","tolls_amount","period_of_day","pickup_date","period_of_month","pickup_day","pickup_hour","pickup_min","pickup_sec","pickup_time","dropoff_time"
348426,0,3.9,0.52,1,4.5,0,"morning",5,"beginning","Tue",6,14,7,2022-04-05 06:14:07,2022-04-05 06:18:02
344775,1,22.6,5.26,1,21.5,0,"night",5,"beginning","Tue",5,14,7,2022-04-05 05:14:07,2022-04-05 05:36:46
250233,1,17.9,9.6,2,27.5,0,"evening",3,"beginning","Sun",17,25,43,2022-04-03 17:25:43,2022-04-03 17:43:35
1674387,0,14.2,4.3,1,15,0,"evening",20,"end","Wed",21,36,45,2022-04-20 21:36:45,2022-04-20 21:50:56
1566335,0,0.3,0.01,1,2.5,0,"afternoon",19,"middle","Tue",15,31,37,2022-04-19 15:31:37,2022-04-19 15:31:54
2053370,0,12.9,1.6,2,9.5,0,"morning",25,"end","Mon",11,0,5,2022-04-25 11:00:05,2022-04-25 11:13:00
385338,1,37,5,1,25,0,"afternoon",5,"beginning","Tue",13,32,34,2022-04-05 13:32:34,2022-04-05 14:09:35
272116,0,19,5.11,1,19,0,"morning",4,"beginning","Mon",6,13,2,2022-04-04 06:13:02,2022-04-04 06:32:05
2198103,0,10.4,1.5,1,8.5,0,"morning",27,"end","Wed",7,20,58,2022-04-27 07:20:58,2022-04-27 07:31:25
96384,1,30,6.63,1,25,0,"evening",1,"beginning","Fri",21,6,44,2022-04-01 21:06:44,2022-04-01 21:36:41
1782487,1,12.3,6.13,1,18,0,"morning",22,"end","Fri",6,10,57,2022-04-22 06:10:57,2022-04-22 06:23:16
2411834,1,44.1,11.43,1,40.5,0,"afternoon",29,"end","Fri",13,12,15,2022-04-29 13:12:15,2022-04-29 13:56:19
1439734,0,7.9,1.2,1,7,0,"night",18,"middle","Mon",5,30,11,2022-04-18 05:30:11,2022-04-18 05:38:04
2499758,1,23.9,4.88,1,19.5,0,"afternoon",30,"end","Sat",12,44,3,2022-04-30 12:44:03,2022-04-30 13:07:59
642621,0,14.7,1.7,1,10.5,0,"morning",8,"beginning","Fri",10,50,34,2022-04-08 10:50:34,2022-04-08 11:05:15
1104478,1,15.5,3.9,2,14.5,0,"evening",13,"middle","Wed",18,10,20,2022-04-13 18:10:20,2022-04-13 18:25:52
1680015,0,8.3,1.22,1,7.5,0,"night",21,"end","Thu",3,5,45,2022-04-21 03:05:45,2022-04-21 03:14:05
1152382,1,43,9.53,1,35,6.55,"morning",14,"middle","Thu",11,34,50,2022-04-14 11:34:50,2022-04-14 12:17:51
1111662,0,20.4,5.8,1,20,0,"evening",13,"middle","Wed",21,41,43,2022-04-13 21:41:43,2022-04-13 22:02:04
813967,1,28.2,4.36,1,20,0,"morning",10,"middle","Sun",7,35,33,2022-04-10 07:35:33,2022-04-10 08:03:48
1829731,0,13.9,1.25,1,9.5,0,"afternoon",22,"end","Fri",15,0,6,2022-04-22 15:00:06,2022-04-22 15:14:01
1881463,1,23,5.5,2,19.5,0,"morning",23,"end","Sat",7,9,49,2022-04-23 07:09:49,2022-04-23 07:32:46
91057,1,23.1,9.31,1,28.5,6.55,"evening",1,"beginning","Fri",19,21,55,2022-04-01 19:21:55,2022-04-01 19:45:02
216991,0,20.2,2.6,1,14,0,"morning",3,"beginning","Sun",9,1,3,2022-04-03 09:01:03,2022-04-03 09:21:13
659466,0,5,0.7,1,5,0,"afternoon",8,"beginning","Fri",13,49,37,2022-04-08 13:49:37,2022-04-08 13:54:34
1305975,0,10.5,1.49,1,8.5,0,"morning",16,"middle","Sat",7,52,35,2022-04-16 07:52:35,2022-04-16 08:03:07
1536759,0,17.9,2.96,1,14,0,"morning",19,"middle","Tue",10,55,19,2022-04-19 10:55:19,2022-04-19 11:13:10
494544,0,27.1,6.4,1,22,0,"evening",6,"beginning","Wed",16,16,48,2022-04-06 16:16:48,2022-04-06 16:43:52
2167317,1,23.8,9.46,2,28.5,6.55,"evening",26,"end","Tue",17,9,48,2022-04-26 17:09:48,2022-04-26 17:33:33
1800344,1,18,1.75,1,12,0,"morning",22,"end","Fri",10,54,55,2022-04-22 10:54:55,2022-04-22 11:12:54
496534,0,7.4,1.01,1,6.5,0,"evening",6,"beginning","Wed",16,2,48,2022-04-06 16:02:48,2022-04-06 16:10:15
1761771,1,20.2,7.76,1,24,0,"evening",21,"end","Thu",19,14,31,2022-04-21 19:14:31,2022-04-21 19:34:44
2346879,1,27.9,4.7,3,20,0,"evening",28,"end","Thu",17,53,25,2022-04-28 17:53:25,2022-04-28 18:21:19
1339706,1,28.9,5.54,2,23,0,"afternoon",16,"middle","Sat",14,30,26,2022-04-16 14:30:26,2022-04-16 14:59:19
1290023,0,4.4,0.4,1,5,0,"evening",15,"middle","Fri",21,39,33,2022-04-15 21:39:33,2022-04-15 21:43:58
1781080,0,14.5,1.73,1,11,0,"morning",22,"end","Fri",6,49,49,2022-04-22 06:49:49,2022-04-22 07:04:18
1886020,0,37.1,3.16,1,23,0,"morning",23,"end","Sat",8,49,42,2022-04-23 08:49:42,2022-04-23 09:26:51
2390536,1,22.1,3.32,1,17,0,"morning",29,"end","Fri",8,17,50,2022-04-29 08:17:50,2022-04-29 08:39:57
962222,1,23.8,9.69,1,28.5,6.55,"morning",12,"middle","Tue",7,37,10,2022-04-12 07:37:10,2022-04-12 08:01:00
48513,0,24.8,3.72,3,17,0,"afternoon",1,"beginning","Fri",13,34,1,2022-04-01 13:34:01,2022-04-01 13:58:51
1429724,0,5.2,1.23,1,6,0,"evening",17,"middle","Sun",19,21,54,2022-04-17 19:21:54,2022-04-17 19:27:08
1056530,1,45.9,10.36,1,36.5,6.55,"morning",13,"middle","Wed",9,40,18,2022-04-13 09:40:18,2022-04-13 10:26:13
1224730,1,2.9,0.45,1,4,0,"morning",15,"middle","Fri",7,12,6,2022-04-15 07:12:06,2022-04-15 07:15:00
2325709,0,45.7,5.6,1,29,0,"afternoon",28,"end","Thu",13,56,4,2022-04-28 13:56:04,2022-04-28 14:41:45
22363,0,4.7,0.5,1,5,0,"morning",1,"beginning","Fri",8,35,14,2022-04-01 08:35:14,2022-04-01 08:39:53
1342662,0,9.9,1.86,1,9,0,"afternoon",16,"middle","Sat",15,5,54,2022-04-16 15:05:54,2022-04-16 15:15:51
1642316,0,4.3,0.4,0,4.5,0,"afternoon",20,"end","Wed",14,36,15,2022-04-20 14:36:15,2022-04-20 14:40:32
193570,0,5.5,1.2,1,6,0,"night",2,"beginning","Sat",22,23,51,2022-04-02 22:23:51,2022-04-02 22:29:19
331306,1,21.4,6.51,1,22,0,"evening",4,"beginning","Mon",19,41,15,2022-04-04 19:41:15,2022-04-04 20:02:42
876402,1,9.6,1.15,2,8,0,"night",11,"middle","Mon",5,48,54,2022-04-11 05:48:54,2022-04-11 05:58:30
1391570,1,27.8,11.33,1,34,0,"morning",17,"middle","Sun",9,19,43,2022-04-17 09:19:43,2022-04-17 09:47:28
1588202,1,20.1,4.9,1,18,0,"night",20,"end","Wed",2,40,51,2022-04-20 02:40:51,2022-04-20 03:00:59
976678,1,24.7,2.77,1,16.5,0,"morning",12,"middle","Tue",10,45,44,2022-04-12 10:45:44,2022-04-12 11:10:24
1985843,1,21.1,4.31,1,17.5,0,"morning",24,"end","Sun",11,22,26,2022-04-24 11:22:26,2022-04-24 11:43:35
740584,1,30,4.29,2,21,0,"morning",9,"beginning","Sat",11,50,23,2022-04-09 11:50:23,2022-04-09 12:20:21
1352598,0,11.1,1.91,1,9,0,"evening",16,"middle","Sat",17,17,55,2022-04-16 17:17:55,2022-04-16 17:29:03
863403,0,18.6,4.22,1,16,0,"evening",10,"middle","Sun",18,58,36,2022-04-10 18:58:36,2022-04-10 19:17:14
242933,0,10.3,1.8,1,9.5,0,"afternoon",3,"beginning","Sun",15,27,1,2022-04-03 15:27:01,2022-04-03 15:37:22
382697,1,23.3,3.4,0,17,0,"afternoon",5,"beginning","Tue",12,34,12,2022-04-05 12:34:12,2022-04-05 12:57:32
2499801,1,34.4,4.49,1,22,0,"afternoon",30,"end","Sat",12,44,55,2022-04-30 12:44:55,2022-04-30 13:19:19
514209,1,12.7,6.59,1,20,0,"night",7,"beginning","Thu",1,1,39,2022-04-07 01:01:39,2022-04-07 01:14:21
738957,0,2.7,0.6,1,4,0,"morning",9,"beginning","Sat",11,3,15,2022-04-09 11:03:15,2022-04-09 11:05:58
2140842,1,34.9,7.5,1,26.5,0,"afternoon",26,"end","Tue",13,59,46,2022-04-26 13:59:46,2022-04-26 14:34:41
1955675,0,17.6,9.61,1,27.5,6.55,"night",24,"end","Sun",1,3,50,2022-04-24 01:03:50,2022-04-24 01:21:29
994930,1,40.8,7.5,1,29.5,0,"afternoon",12,"middle","Tue",14,21,38,2022-04-12 14:21:38,2022-04-12 15:02:26
861164,0,13.6,3.1,2,12,0,"evening",10,"middle","Sun",18,27,35,2022-04-10 18:27:35,2022-04-10 18:41:10
1210070,0,11.3,2.23,1,10,0,"night",15,"middle","Fri",3,13,57,2022-04-15 03:13:57,2022-04-15 03:25:15
718869,1,23.9,6.46,5,22.5,0,"morning",9,"beginning","Sat",7,2,12,2022-04-09 07:02:12,2022-04-09 07:26:03
1432623,0,14.8,2.2,1,11.5,0,"night",18,"middle","Mon",2,43,18,2022-04-18 02:43:18,2022-04-18 02:58:09
389846,0,7.8,1.25,1,7,0,"afternoon",5,"beginning","Tue",12,53,50,2022-04-05 12:53:50,2022-04-05 13:01:37
862920,1,21.6,7,1,23.5,0,"evening",10,"middle","Sun",19,32,21,2022-04-10 19:32:21,2022-04-10 19:53:55
839424,0,7.8,0.7,1,6.5,0,"afternoon",10,"middle","Sun",12,42,41,2022-04-10 12:42:41,2022-04-10 12:50:28
1939804,1,14.1,2.8,1,12,0,"evening",23,"end","Sat",19,56,16,2022-04-23 19:56:16,2022-04-23 20:10:21
1077899,1,17,1.94,1,12,0,"afternoon",13,"middle","Wed",13,38,11,2022-04-13 13:38:11,2022-04-13 13:55:12
1983339,0,21.5,5.48,1,20,0,"morning",24,"end","Sun",11,25,59,2022-04-24 11:25:59,2022-04-24 11:47:31
1398327,1,31,9.65,1,30.5,6.55,"morning",17,"middle","Sun",10,51,5,2022-04-17 10:51:05,2022-04-17 11:22:02
702895,0,6.5,1.39,1,7,0,"evening",8,"beginning","Fri",21,18,47,2022-04-08 21:18:47,2022-04-08 21:25:18
739470,1,37.6,3.29,1,22.5,0,"morning",9,"beginning","Sat",11,48,58,2022-04-09 11:48:58,2022-04-09 12:26:37
2067951,1,21.3,3.6,1,16,0,"afternoon",25,"end","Mon",14,16,0,2022-04-25 14:16:00,2022-04-25 14:37:18
508390,0,20.4,5.51,1,18.5,0,"evening",6,"beginning","Wed",19,39,14,2022-04-06 19:39:14,2022-04-06 19:59:40
513921,0,16.4,8.02,3,23.5,6.55,"night",7,"beginning","Thu",0,15,53,2022-04-07 00:15:53,2022-04-07 00:32:19
827125,1,9.8,1.5,2,8.5,0,"morning",10,"middle","Sun",10,51,9,2022-04-10 10:51:09,2022-04-10 11:00:54
1219424,0,23.2,7.9,1,24.5,6.55,"morning",15,"middle","Fri",6,46,1,2022-04-15 06:46:01,2022-04-15 07:09:12
2169288,0,5.3,0.8,1,5.5,0,"evening",26,"end","Tue",18,59,40,2022-04-26 18:59:40,2022-04-26 19:04:58
1229454,1,17,6.39,3,19,0,"morning",15,"middle","Fri",8,53,50,2022-04-15 08:53:50,2022-04-15 09:10:47
2032879,1,49.7,9.69,1,41,6.55,"morning",25,"end","Mon",6,37,15,2022-04-25 06:37:15,2022-04-25 07:26:57
197710,0,21.3,9.9,1,29,6.55,"night",3,"beginning","Sun",4,57,0,2022-04-03 04:57:00,2022-04-03 05:18:16
1274827,0,9,1.2,1,7.5,0,"evening",15,"middle","Fri",17,25,6,2022-04-15 17:25:06,2022-04-15 17:34:08
1017593,0,23.2,6.65,2,21,0,"evening",12,"middle","Tue",18,19,8,2022-04-12 18:19:08,2022-04-12 18:42:19
602190,0,5.7,1.27,1,6.5,0,"evening",7,"beginning","Thu",19,0,10,2022-04-07 19:00:10,2022-04-07 19:05:53
92279,1,23.4,4.87,1,19.5,0,"evening",1,"beginning","Fri",20,24,24,2022-04-01 20:24:24,2022-04-01 20:47:46
1633317,0,4.4,0.85,1,5,0,"afternoon",20,"end","Wed",12,26,43,2022-04-20 12:26:43,2022-04-20 12:31:10
1185800,0,4.4,1.02,1,5.5,0,"evening",14,"middle","Thu",16,4,14,2022-04-14 16:04:14,2022-04-14 16:08:41
395039,1,21.8,4.3,2,17,0,"afternoon",5,"beginning","Tue",14,50,32,2022-04-05 14:50:32,2022-04-05 15:12:18
344997,0,7.5,1.1,1,6.5,0,"night",5,"beginning","Tue",5,19,4,2022-04-05 05:19:04,2022-04-05 05:26:34
196020,1,12.9,3.87,1,13.5,0,"night",3,"beginning","Sun",1,23,13,2022-04-03 01:23:13,2022-04-03 01:36:10
1291547,0,4.6,1.42,1,6.5,0,"evening",15,"middle","Fri",21,24,28,2022-04-15 21:24:28,2022-04-15 21:29:05
2527216,1,22.5,8.5,1,26.5,6.55,"evening",30,"end","Sat",16,2,29,2022-04-30 16:02:29,2022-04-30 16:25:01
654064,1,17.9,4.3,1,16,0,"afternoon",8,"beginning","Fri",12,47,44,2022-04-08 12:47:44,2022-04-08 13:05:35
104278,0,13.3,4.55,1,14.5,0,"night",2,"beginning","Sat",3,1,2,2022-04-02 03:01:02,2022-04-02 03:14:21
103487,1,11.8,5.12,2,16.5,0,"night",2,"beginning","Sat",0,38,58,2022-04-02 00:38:58,2022-04-02 00:50:49
1245781,1,43.5,10.35,1,33.5,6.55,"afternoon",15,"middle","Fri",12,13,14,2022-04-15 12:13:14,2022-04-15 12:56:43
947476,0,6.4,1.6,1,7.5,0,"night",12,"middle","Tue",4,8,11,2022-04-12 04:08:11,2022-04-12 04:14:34
163667,1,13.4,1.2,0,10,0,"evening",2,"beginning","Sat",16,43,30,2022-04-02 16:43:30,2022-04-02 16:56:56
2208490,0,3.4,0.5,1,4.5,0,"morning",27,"end","Wed",9,35,10,2022-04-27 09:35:10,2022-04-27 09:38:35
960850,1,16,1.89,1,11.5,0,"morning",12,"middle","Tue",7,50,16,2022-04-12 07:50:16,2022-04-12 08:06:17
2491321,1,20.6,2.7,1,14,0,"morning",30,"end","Sat",10,2,16,2022-04-30 10:02:16,2022-04-30 10:22:50
227741,1,29.5,3.7,0,20,0,"morning",3,"beginning","Sun",11,37,34,2022-04-03 11:37:34,2022-04-03 12:07:04
945722,0,14.9,1.47,1,10.5,0,"night",12,"middle","Tue",4,39,23,2022-04-12 04:39:23,2022-04-12 04:54:15
2316092,0,12.6,2.2,1,10.5,0,"afternoon",28,"end","Thu",12,5,41,2022-04-28 12:05:41,2022-04-28 12:18:16
531139,1,24.5,5.3,1,20.5,0,"morning",7,"beginning","Thu",6,56,50,2022-04-07 06:56:50,2022-04-07 07:21:22
14170,0,17.7,2.75,1,13,0,"morning",1,"beginning","Fri",6,2,9,2022-04-01 06:02:09,2022-04-01 06:19:53
1294091,1,26.1,7.5,1,25,0,"night",15,"middle","Fri",22,27,27,2022-04-15 22:27:27,2022-04-15 22:53:31
1228933,1,51.2,11.44,1,40,0,"morning",15,"middle","Fri",8,34,53,2022-04-15 08:34:53,2022-04-15 09:26:03
2191093,0,18.7,2.33,1,13,0,"night",27,"end","Wed",5,43,9,2022-04-27 05:43:09,2022-04-27 06:01:50
993493,1,18.4,2.5,3,13,0,"afternoon",12,"middle","Tue",13,6,36,2022-04-12 13:06:36,2022-04-12 13:24:58
1927307,1,17.2,6.44,1,20,0,"evening",23,"end","Sat",16,21,35,2022-04-23 16:21:35,2022-04-23 16:38:45
1036847,1,24,7.74,1,25,0,"night",13,"middle","Wed",5,42,35,2022-04-13 05:42:35,2022-04-13 06:06:32
870120,0,5.6,1.37,1,6.5,0,"night",11,"middle","Mon",3,2,53,2022-04-11 03:02:53,2022-04-11 03:08:29
2359017,0,7.7,1.71,1,8,0,"evening",28,"end","Thu",19,33,19,2022-04-28 19:33:19,2022-04-28 19:40:58
1657431,0,35.9,14.71,1,40.5,0,"evening",20,"end","Wed",16,0,55,2022-04-20 16:00:55,2022-04-20 16:36:49
2072051,0,19,4.68,1,16.5,0,"afternoon",25,"end","Mon",15,26,2,2022-04-25 15:26:02,2022-04-25 15:45:04
282795,1,20.8,8.91,5,26,6.55,"morning",4,"beginning","Mon",9,2,34,2022-04-04 09:02:34,2022-04-04 09:23:22
2100516,0,6.5,0.6,1,5.5,0,"night",26,"end","Tue",4,24,3,2022-04-26 04:24:03,2022-04-26 04:30:34
1227434,0,13.7,2.49,1,12,0,"morning",15,"middle","Fri",9,2,30,2022-04-15 09:02:30,2022-04-15 09:16:12
1395059,0,8.6,2,2,9,0,"morning",17,"middle","Sun",10,19,4,2022-04-17 10:19:04,2022-04-17 10:27:38
1838149,0,23.5,3.8,1,17,0,"evening",22,"end","Fri",16,44,11,2022-04-22 16:44:11,2022-04-22 17:07:42
1717367,1,24.8,9,2,27.5,6.55,"morning",21,"end","Thu",11,40,43,2022-04-21 11:40:43,2022-04-21 12:05:29
556583,1,27.2,3.5,1,18,0,"morning",7,"beginning","Thu",11,22,6,2022-04-07 11:22:06,2022-04-07 11:49:16
619337,1,24.6,3.2,4,17,0,"night",8,"beginning","Fri",5,32,10,2022-04-08 05:32:10,2022-04-08 05:56:47
1670875,1,16.2,5.39,1,18.5,0,"evening",20,"end","Wed",19,27,57,2022-04-20 19:27:57,2022-04-20 19:44:12
969663,0,10.7,1.1,2,8,0,"morning",12,"middle","Tue",9,9,2,2022-04-12 09:09:02,2022-04-12 09:19:45
432058,0,9.1,1.39,1,8,0,"night",6,"beginning","Wed",4,11,26,2022-04-06 04:11:26,2022-04-06 04:20:32
4736,0,12.3,2.68,1,11,0,"night",1,"beginning","Fri",3,5,35,2022-04-01 03:05:35,2022-04-01 03:17:51
994529,1,58.6,13.91,2,46,0,"afternoon",12,"middle","Tue",13,59,18,2022-04-12 13:59:18,2022-04-12 14:57:55
1168401,1,67.3,10,1,43.5,6.55,"afternoon",14,"middle","Thu",13,25,5,2022-04-14 13:25:05,2022-04-14 14:32:23
1847904,0,24.6,3.92,3,18,0,"evening",22,"end","Fri",18,33,23,2022-04-22 18:33:23,2022-04-22 18:57:56
2307622,1,22.9,4.86,1,19,0,"morning",28,"end","Thu",10,39,0,2022-04-28 10:39:00,2022-04-28 11:01:54
1045732,1,58.3,13.53,1,47.5,0,"morning",13,"middle","Wed",7,19,43,2022-04-13 07:19:43,2022-04-13 08:18:00
1006829,0,3,0.65,1,4,0,"evening",12,"middle","Tue",16,11,36,2022-04-12 16:11:36,2022-04-12 16:14:39
157245,0,27.7,5.4,1,22.5,0,"afternoon",2,"beginning","Sat",14,29,21,2022-04-02 14:29:21,2022-04-02 14:57:03
2232870,1,22.6,3.29,1,16,0,"afternoon",27,"end","Wed",13,55,41,2022-04-27 13:55:41,2022-04-27 14:18:20
1658518,1,25,10.29,1,30.5,6.55,"evening",20,"end","Wed",16,8,23,2022-04-20 16:08:23,2022-04-20 16:33:21
2463355,1,24,7.72,1,25.5,0,"night",30,"end","Sat",0,36,56,2022-04-30 00:36:56,2022-04-30 01:00:53
1026383,1,6.9,1.66,2,7.5,0,"night",13,"middle","Wed",2,48,14,2022-04-13 02:48:14,2022-04-13 02:55:10
120486,0,7.2,1.3,1,6,0,"morning",2,"beginning","Sat",8,26,32,2022-04-02 08:26:32,2022-04-02 08:33:44
2249173,0,19.2,2.5,2,13.5,0,"evening",27,"end","Wed",16,17,1,2022-04-27 16:17:01,2022-04-27 16:36:11
1219867,0,20.6,3.11,1,15,0,"morning",15,"middle","Fri",6,11,23,2022-04-15 06:11:23,2022-04-15 06:31:58
2459989,0,25.3,7.39,1,25,0,"night",29,"end","Fri",22,23,30,2022-04-29 22:23:30,2022-04-29 22:48:47
387885,0,18.5,1.38,1,12,0,"afternoon",5,"beginning","Tue",13,20,14,2022-04-05 13:20:14,2022-04-05 13:38:45
780115,1,23.2,4.44,2,18,0,"evening",9,"beginning","Sat",18,9,30,2022-04-09 18:09:30,2022-04-09 18:32:41
1768853,0,5.8,1.23,5,6.5,0,"night",22,"end","Fri",0,19,35,2022-04-22 00:19:35,2022-04-22 00:25:25
704731,0,10,1.12,1,7.5,0,"night",8,"beginning","Fri",22,31,29,2022-04-08 22:31:29,2022-04-08 22:41:30
1159204,1,54,7.4,1,35,0,"afternoon",14,"middle","Thu",12,58,52,2022-04-14 12:58:52,2022-04-14 13:52:54
600240,1,28.3,8.42,1,27.5,0,"evening",7,"beginning","Thu",19,10,14,2022-04-07 19:10:14,2022-04-07 19:38:30
2186512,0,18.8,2.6,1,13.5,0,"night",27,"end","Wed",4,27,36,2022-04-27 04:27:36,2022-04-27 04:46:25
1960302,1,19.2,9.96,1,28.5,0,"night",24,"end","Sun",5,3,13,2022-04-24 05:03:13,2022-04-24 05:22:24
2434140,0,25.2,8.55,1,28,0,"evening",29,"end","Fri",16,43,48,2022-04-29 16:43:48,2022-04-29 17:09:01
35403,0,21.3,2.91,2,15,0,"morning",1,"beginning","Fri",10,18,3,2022-04-01 10:18:03,2022-04-01 10:39:23
895489,1,14.8,1.82,1,10.5,0,"morning",11,"middle","Mon",10,18,51,2022-04-11 10:18:51,2022-04-11 10:33:37
1186996,0,23.5,6.6,1,23,0,"evening",14,"middle","Thu",16,16,24,2022-04-14 16:16:24,2022-04-14 16:39:56
211698,0,11.9,1.62,1,9,0,"morning",3,"beginning","Sun",8,11,33,2022-04-03 08:11:33,2022-04-03 08:23:25
1494801,0,26.4,7.01,2,24.5,6.55,"evening",18,"middle","Mon",17,40,39,2022-04-18 17:40:39,2022-04-18 18:07:02
177783,0,1.6,0.2,0,3,0,"evening",2,"beginning","Sat",18,17,54,2022-04-02 18:17:54,2022-04-02 18:19:29
419597,1,22.8,7.82,1,25,6.55,"evening",5,"beginning","Tue",19,3,14,2022-04-05 19:03:14,2022-04-05 19:26:04
1951509,1,26,11.73,1,34.5,0,"night",23,"end","Sat",22,6,13,2022-04-23 22:06:13,2022-04-23 22:32:16
1368384,1,23.9,7.98,2,26.5,0,"evening",16,"middle","Sat",20,27,41,2022-04-16 20:27:41,2022-04-16 20:51:32
1683384,1,27.8,11.6,1,35.5,6.55,"night",21,"end","Thu",4,47,48,2022-04-21 04:47:48,2022-04-21 05:15:33
759696,1,23.8,3.89,2,18,0,"afternoon",9,"beginning","Sat",14,23,38,2022-04-09 14:23:38,2022-04-09 14:47:26
646058,0,3.9,0.88,1,5,0,"morning",8,"beginning","Fri",11,0,10,2022-04-08 11:00:10,2022-04-08 11:04:04
1002430,1,16.5,3.95,1,14.5,0,"afternoon",12,"middle","Tue",15,27,47,2022-04-12 15:27:47,2022-04-12 15:44:15
1266478,0,6.3,1.8,1,7.5,0,"afternoon",15,"middle","Fri",15,2,20,2022-04-15 15:02:20,2022-04-15 15:08:40
1320967,1,43,9.7,1,36.5,6.55,"morning",16,"middle","Sat",10,21,35,2022-04-16 10:21:35,2022-04-16 11:04:34
213990,1,13.7,1.64,1,10.5,0,"morning",3,"beginning","Sun",8,5,59,2022-04-03 08:05:59,2022-04-03 08:19:39
1525514,0,4.6,0.81,1,5.5,0,"morning",19,"middle","Tue",8,29,17,2022-04-19 08:29:17,2022-04-19 08:33:53
954049,1,10.9,1.62,1,8.5,0,"night",12,"middle","Tue",5,5,19,2022-04-12 05:05:19,2022-04-12 05:16:16
1437478,1,27.2,4.4,1,19.5,0,"night",18,"middle","Mon",4,4,54,2022-04-18 04:04:54,2022-04-18 04:32:08
128330,0,10.8,1.99,2,9.5,0,"morning",2,"beginning","Sat",8,53,37,2022-04-02 08:53:37,2022-04-02 09:04:22
100503,0,10.6,3.33,1,11.5,0,"night",1,"beginning","Fri",22,31,10,2022-04-01 22:31:10,2022-04-01 22:41:47
217208,1,24.2,12.26,1,33.5,0,"morning",3,"beginning","Sun",9,23,2,2022-04-03 09:23:02,2022-04-03 09:47:15
1919282,0,4.3,0.85,1,5,0,"afternoon",23,"end","Sat",15,55,9,2022-04-23 15:55:09,2022-04-23 15:59:29
2044785,0,25,3.19,1,17,0,"morning",25,"end","Mon",9,1,44,2022-04-25 09:01:44,2022-04-25 09:26:47
2006576,0,10.8,2.81,1,10.5,0,"evening",24,"end","Sun",16,14,24,2022-04-24 16:14:24,2022-04-24 16:25:13
429685,1,28.1,9.51,1,28,6.55,"night",6,"beginning","Wed",4,50,38,2022-04-06 04:50:38,2022-04-06 05:18:43
1562050,0,34,14.39,1,41.5,0,"afternoon",19,"middle","Tue",15,0,25,2022-04-19 15:00:25,2022-04-19 15:34:27
2249436,1,15.9,8.56,3,25.5,6.55,"evening",27,"end","Wed",16,44,47,2022-04-27 16:44:47,2022-04-27 17:00:41
2145394,1,22.4,3.39,1,16.5,0,"afternoon",26,"end","Tue",13,24,20,2022-04-26 13:24:20,2022-04-26 13:46:47
1571548,0,17.2,3.7,1,15,0,"evening",19,"middle","Tue",16,31,9,2022-04-19 16:31:09,2022-04-19 16:48:21
608328,0,12.3,1.3,2,20,0,"night",8,"beginning","Fri",0,54,28,2022-04-08 00:54:28,2022-04-08 01:06:46
1764831,1,22,5.02,2,19.5,0,"evening",21,"end","Thu",20,28,42,2022-04-21 20:28:42,2022-04-21 20:50:41
893829,1,26.2,5.3,1,22,0,"morning",11,"middle","Mon",10,24,13,2022-04-11 10:24:13,2022-04-11 10:50:24
1994061,1,29.7,4.4,1,21,0,"afternoon",24,"end","Sun",13,4,2,2022-04-24 13:04:02,2022-04-24 13:33:43
193314,0,4.8,1,1,5.5,0,"night",2,"beginning","Sat",22,24,14,2022-04-02 22:24:14,2022-04-02 22:29:00
688089,1,18.5,4.19,2,16.5,0,"evening",8,"beginning","Fri",18,24,29,2022-04-08 18:24:29,2022-04-08 18:42:58
1912953,0,4.8,0.47,1,5,0,"afternoon",23,"end","Sat",14,35,58,2022-04-23 14:35:58,2022-04-23 14:40:46
930155,1,8.1,3.68,4,12,6.55,"evening",11,"middle","Mon",17,7,44,2022-04-11 17:07:44,2022-04-11 17:15:50
2374269,1,26.7,5.2,1,21,0,"night",29,"end","Fri",4,17,30,2022-04-29 04:17:30,2022-04-29 04:44:13
136149,0,32.8,7.8,2,29,0,"morning",2,"beginning","Sat",11,7,12,2022-04-02 11:07:12,2022-04-02 11:39:57
1041066,1,53.6,8.8,1,40,0,"morning",13,"middle","Wed",6,57,20,2022-04-13 06:57:20,2022-04-13 07:50:55
1392256,0,35.1,4.9,0,23.5,0,"morning",17,"middle","Sun",9,57,30,2022-04-17 09:57:30,2022-04-17 10:32:36
720261,1,30.3,11.13,1,35,6.55,"morning",9,"beginning","Sat",7,24,55,2022-04-09 07:24:55,2022-04-09 07:55:11
1855892,0,7,1.7,1,7.5,0,"evening",22,"end","Fri",20,4,5,2022-04-22 20:04:05,2022-04-22 20:11:08
2142938,0,13.1,1.24,1,9.5,0,"afternoon",26,"end","Tue",13,20,35,2022-04-26 13:20:35,2022-04-26 13:33:42
840118,0,11.1,2.59,1,10.5,0,"afternoon",10,"middle","Sun",13,5,10,2022-04-10 13:05:10,2022-04-10 13:16:14
2327537,1,27.8,3.54,5,18.5,0,"afternoon",28,"end","Thu",13,55,7,2022-04-28 13:55:07,2022-04-28 14:22:54
919303,1,16.7,3.12,1,13.5,0,"afternoon",11,"middle","Mon",14,45,22,2022-04-11 14:45:22,2022-04-11 15:02:05
2508154,1,20.9,4.34,1,17,0,"afternoon",30,"end","Sat",13,5,8,2022-04-30 13:05:08,2022-04-30 13:26:04
2360605,1,15.2,4.9,1,17,0,"evening",28,"end","Thu",19,11,37,2022-04-28 19:11:37,2022-04-28 19:26:52
