"id","quality","variety","price","distance","courteousness","atmosphere","rating_PinkBerry","rating_RedMango","rating_16Handles","rank_PinkBerry","rank_RedMango","rank_16Handles","rewardsCard_16Handles","social","gender"
1712,2,2,2,2,1,2,1,2,2,3,1,2,1,1,2
1713,4,3,4,4,4,4,4,3,4,3,2,1,1,4,1
1714,5,4,3,5,5,5,2,5,5,3,1,2,1,5,2
1715,2,2,2,2,2,2,1,4,3,2,1,3,1,3,1
1716,2,2,2,2,2,2,1,4,3,2,1,3,1,4,1
1717,3,5,5,3,2,4,4,4,3,1,2,3,2,2,2
1718,4,3,4,4,3,3,3,5,4,2,1,3,1,1,2
1719,4,3,4,4,4,3,3,3,4,3,1,2,1,2,2
1720,4,5,4,4,4,4,4,3,4,3,2,1,2,1,2
1721,5,4,3,5,5,5,2,5,5,3,1,2,2,3,1
1722,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
1723,4,3,4,4,4,4,4,3,4,3,2,1,1,3,2
1724,5,4,3,5,3,5,2,5,5,3,1,2,1,3,2
1725,4,3,4,4,4,4,4,3,4,3,2,1,2,2,2
1726,4,5,4,4,4,4,4,3,4,3,2,1,1,1,2
1727,4,3,4,4,3,3,3,5,4,2,1,3,1,2,2
1728,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
1729,3,5,5,3,4,4,4,3,4,3,2,1,1,2,1
1730,3,5,5,3,2,4,4,4,3,1,2,3,1,1,1
1731,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
1732,1,1,1,1,1,1,5,1,1,2,3,1,1,2,2
1733,2,2,2,2,2,2,1,2,2,3,1,2,1,3,2
1734,4,3,4,4,3,3,3,5,4,2,1,3,3,1,1
1735,4,5,4,4,4,4,4,3,4,3,2,1,1,2,2
1736,3,5,5,3,2,4,4,4,3,1,2,3,1,1,2
1737,1,1,1,1,1,1,5,1,1,2,3,1,1,1,2
1738,5,4,3,5,5,5,2,5,5,3,1,2,1,3,1
1739,2,2,2,2,2,2,1,2,2,3,1,2,1,2,2
1740,4,3,4,4,4,3,3,3,4,3,1,2,1,2,2
1741,5,4,3,5,5,5,2,5,5,3,1,2,1,3,2
1742,4,3,4,4,3,3,3,3,4,3,1,2,2,2,2
1743,1,1,1,1,1,1,5,1,1,2,3,1,2,1,2
1744,4,3,4,4,4,3,3,3,4,3,1,2,2,5,2
1745,1,1,1,1,1,1,5,1,1,2,3,1,1,2,2
1746,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
1747,3,5,5,3,4,4,4,3,4,3,2,1,2,1,2
1748,1,1,1,1,1,1,5,1,1,2,3,1,1,2,2
1749,2,2,2,2,1,2,1,2,2,3,1,2,1,4,2
1750,2,2,2,2,2,2,1,2,2,3,1,2,1,2,1
1751,4,3,4,4,4,4,4,3,4,3,2,1,2,3,2
1752,2,2,2,2,2,2,1,2,2,3,1,2,1,2,2
1753,2,2,2,2,1,2,1,2,2,3,1,2,1,2,2
1754,4,3,4,4,3,3,3,3,4,3,1,2,2,5,2
1755,5,4,3,5,5,5,2,5,5,3,1,2,1,2,1
1756,4,3,4,4,3,3,3,5,4,2,1,3,2,1,2
1757,1,1,1,1,1,1,5,1,1,2,3,1,1,4,2
1758,3,5,5,3,4,4,4,4,3,1,2,3,2,2,1
1759,2,1,2,2,1,2,1,2,2,3,1,2,1,1,1
1760,2,2,2,2,1,2,1,2,2,3,1,2,1,2,2
1761,4,5,4,4,4,4,4,3,4,3,2,1,2,2,1
1762,2,2,2,2,2,2,1,2,2,3,1,2,1,2,2
1763,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
1764,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
1765,5,4,3,5,5,5,2,5,5,3,1,2,1,3,2
1766,4,3,4,4,4,3,3,3,4,3,1,2,2,3,2
1767,4,3,4,4,4,4,4,3,4,3,2,1,2,4,2
1768,3,5,5,3,2,2,1,4,3,2,1,3,1,2,2
1769,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
1770,3,5,5,3,2,2,1,4,3,2,1,3,2,1,2
1771,2,2,2,2,2,2,1,2,2,3,1,2,1,1,2
1772,5,4,3,5,5,5,2,5,5,3,1,2,1,1,1
1773,2,2,2,2,2,2,1,2,2,3,1,2,1,2,2
1774,2,2,2,2,2,2,1,4,3,2,1,3,1,2,2
1775,3,5,5,3,4,4,4,3,4,3,2,1,1,5,2
1776,4,3,4,4,3,3,3,5,4,2,1,3,1,2,1
1777,4,3,4,4,3,3,3,5,4,2,1,3,1,4,1
1778,4,3,4,4,3,3,3,3,4,3,1,2,1,2,2
1779,2,2,2,2,2,2,1,2,2,3,1,2,1,4,2
1780,3,5,5,3,2,4,4,4,3,1,2,3,1,2,2
1781,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
1782,3,2,5,3,2,2,1,4,3,2,1,3,1,1,2
1783,5,4,3,5,3,5,2,5,5,3,1,2,2,5,2
1784,3,5,5,3,4,4,4,3,4,3,2,1,2,2,1
1785,4,3,4,4,3,3,3,5,5,3,1,2,2,4,1
1786,5,4,3,5,5,5,2,5,5,3,1,2,1,3,2
1787,3,5,5,3,2,2,1,4,3,2,1,3,2,1,2
1788,3,5,5,3,4,4,4,3,4,3,2,1,2,3,2
1789,3,5,5,3,4,4,4,4,3,1,2,3,1,1,2
1790,1,1,1,1,1,1,5,1,1,2,3,1,2,1,1
1791,1,1,1,1,1,1,5,1,1,2,3,1,1,2,2
1792,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
1793,3,5,5,3,2,4,4,4,3,1,2,3,2,4,2
1794,3,5,5,3,4,4,4,4,3,1,2,3,1,1,2
1795,3,5,5,3,2,4,4,4,3,1,2,3,1,1,2
1796,2,2,2,2,2,2,1,4,3,2,1,3,1,3,2
1797,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
1798,2,2,2,2,2,2,1,2,2,3,1,2,1,1,2
1799,1,1,1,1,1,1,5,1,1,2,3,1,2,4,2
1800,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
1801,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
1802,4,3,4,4,3,3,3,5,5,3,1,2,2,3,1
1803,2,2,2,2,2,2,1,2,2,3,1,2,2,1,2
1804,2,2,2,2,2,2,1,2,2,3,1,2,2,1,2
1805,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
1806,4,3,4,4,4,3,3,3,4,3,1,2,2,1,2
1807,2,2,2,2,2,2,1,2,2,3,1,2,2,1,2
1808,5,4,3,5,5,5,2,5,5,3,1,2,1,3,2
1809,3,5,5,3,2,2,1,4,3,2,1,3,2,3,2
1810,1,1,1,1,1,1,5,1,1,2,3,1,2,5,2
1811,4,3,4,4,3,3,3,5,5,3,1,2,2,2,2
1812,4,3,4,4,4,4,4,3,4,3,2,1,1,2,2
1813,4,3,4,4,4,3,3,3,4,3,1,2,1,2,2
1814,2,2,2,2,2,2,1,2,2,3,1,2,2,2,2
1815,4,5,4,4,4,4,4,3,4,3,2,1,2,1,2
1816,3,5,5,3,4,4,4,3,4,3,2,1,2,1,2
1817,5,4,3,5,5,5,2,5,5,3,1,2,1,2,1
1818,1,1,1,1,1,1,5,1,1,2,3,1,1,1,1
1819,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
1820,4,3,4,4,3,3,3,3,4,3,1,2,1,1,2
1821,5,3,3,5,3,5,2,5,5,3,1,2,1,3,2
1822,4,3,4,4,3,3,3,3,4,3,1,2,1,2,2
1823,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
1824,5,4,3,5,5,5,2,5,5,3,1,2,1,1,1
1825,4,3,4,4,3,3,3,5,5,3,1,2,1,1,1
1826,5,3,3,5,3,5,2,5,5,3,1,2,1,2,1
1827,1,1,1,1,1,1,5,1,1,2,3,1,1,1,2
1828,4,5,4,4,4,4,4,3,4,3,2,1,2,1,1
1829,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
1830,1,1,1,1,1,1,5,1,1,2,3,1,1,4,2
1831,1,1,1,1,1,1,5,1,1,2,3,1,2,2,2
1832,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
1833,3,5,5,3,4,4,4,3,4,3,2,1,1,2,2
1834,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
1835,1,1,1,1,1,1,5,1,1,2,3,1,2,3,1
1836,2,2,2,2,2,2,1,2,2,3,1,2,1,1,1
1837,2,2,2,2,2,2,1,4,3,2,1,3,2,2,2
1838,2,2,2,2,2,2,1,2,2,3,1,2,2,2,2
1839,4,3,4,4,4,4,4,3,4,3,2,1,2,2,2
1840,1,1,1,1,1,1,5,1,1,2,3,1,1,5,2
1841,1,1,1,1,1,1,5,1,1,2,3,1,2,3,2
1842,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
1843,2,2,2,2,2,2,1,4,3,2,1,3,1,1,2
1844,4,3,4,4,4,3,3,3,4,3,1,2,1,1,2
1845,2,2,2,2,2,2,1,2,2,3,1,2,2,3,2
1846,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
1847,2,2,2,2,2,2,1,2,2,3,1,2,1,1,1
1848,2,2,2,2,1,2,1,2,2,3,1,2,1,4,2
1849,2,2,2,2,2,2,1,2,2,3,1,2,2,1,2
1850,1,1,1,1,1,1,5,1,1,2,3,1,1,2,1
1851,3,2,5,3,2,2,1,4,3,2,1,3,2,1,2
1852,3,5,5,3,2,4,4,4,3,1,2,3,1,2,2
1853,2,2,2,2,2,2,1,4,3,2,1,3,1,1,2
1854,4,3,4,4,4,4,4,3,4,3,2,1,1,3,2
1855,5,4,3,5,5,5,2,5,5,3,1,2,1,2,1
1856,5,4,3,5,5,5,2,5,5,3,1,2,1,4,2
1857,1,1,1,1,1,1,5,1,1,2,3,1,2,1,2
1858,3,5,5,3,2,2,1,4,3,2,1,3,2,2,1
1859,4,3,4,4,3,3,3,3,4,3,1,2,1,1,2
1860,5,3,3,5,3,5,2,5,5,3,1,2,1,2,2
1861,4,5,4,4,4,4,4,3,4,3,2,1,1,2,2
1862,4,3,4,4,4,3,3,3,4,3,1,2,2,1,1
1863,4,3,4,4,4,3,3,3,4,3,1,2,1,3,2
1864,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
1865,3,5,5,3,2,4,4,4,3,1,2,3,1,3,2
1866,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
1867,2,2,2,2,2,2,1,2,2,3,1,2,1,1,2
1868,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
1869,4,3,4,4,3,3,3,5,5,3,1,2,3,2,2
1870,3,2,5,3,2,2,1,4,3,2,1,3,1,3,2
1871,3,5,5,3,2,2,1,4,3,2,1,3,1,1,2
1872,3,5,5,3,4,4,4,3,4,3,2,1,2,2,2
1873,2,2,2,2,2,2,1,2,2,3,1,2,2,3,2
1874,5,4,3,5,5,5,2,5,5,3,1,2,2,4,2
1875,1,1,1,1,1,1,5,1,1,2,3,1,1,2,2
1876,5,4,3,5,5,5,2,5,5,3,1,2,1,1,1
1877,3,5,5,3,4,4,4,4,3,1,2,3,2,3,1
1878,4,3,4,4,3,3,3,5,5,3,1,2,1,1,2
1879,2,2,2,2,2,2,1,4,3,2,1,3,1,1,2
1880,2,2,2,2,2,2,1,4,3,2,1,3,3,1,1
1881,3,5,5,3,4,4,4,4,3,1,2,3,2,5,2
1882,3,5,5,3,2,4,4,4,3,1,2,3,1,5,1
1883,2,2,2,2,2,2,1,4,3,2,1,3,2,1,1
1884,1,1,1,1,1,1,5,1,1,2,3,1,1,2,2
1885,3,5,5,3,4,4,4,3,4,3,2,1,2,4,2
1886,2,2,2,2,1,2,1,2,2,3,1,2,1,2,2
1887,2,2,2,2,1,2,1,2,2,3,1,2,1,4,2
1888,5,4,3,5,5,5,2,5,5,3,1,2,2,5,2
1889,4,3,4,4,3,3,3,5,5,3,1,2,2,2,1
1890,2,2,2,2,1,2,1,2,2,3,1,2,1,1,2
1891,2,2,2,2,1,2,1,2,2,3,1,2,1,2,2
1892,1,1,1,1,1,1,5,1,1,2,3,1,2,1,2
1893,4,3,4,4,3,3,3,5,4,2,1,3,2,2,2
1894,3,5,5,3,4,4,4,4,3,1,2,3,1,2,2
1895,2,2,2,2,2,2,1,4,3,2,1,3,2,4,1
1896,5,4,3,5,5,5,2,5,5,3,1,2,2,3,2
1897,3,5,5,3,2,2,1,4,3,2,1,3,1,2,2
1898,1,1,1,1,1,1,5,1,1,2,3,1,2,2,2
1899,3,5,5,3,2,2,1,4,3,2,1,3,1,2,2
1900,4,3,4,4,3,3,3,3,4,3,1,2,1,4,2
1901,3,5,5,3,4,4,4,3,4,3,2,1,2,2,2
1902,5,4,3,5,3,5,2,5,5,3,1,2,1,2,2
1903,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
1904,2,2,2,2,2,2,1,2,2,3,1,2,1,3,2
1905,4,5,4,4,4,4,4,3,4,3,2,1,1,3,2
1906,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
1907,3,5,5,3,2,2,1,4,3,2,1,3,1,3,2
1908,4,3,4,4,3,3,3,5,4,2,1,3,1,1,2
1909,1,1,1,1,1,1,5,1,1,2,3,1,1,1,2
1910,4,3,4,4,3,3,3,5,5,3,1,2,2,1,2
1911,3,5,5,3,4,4,4,4,3,1,2,3,2,2,1
1912,2,2,2,2,2,2,1,2,2,3,1,2,2,3,2
1913,2,2,2,2,1,2,1,2,2,3,1,2,1,2,2
1914,1,1,1,1,1,1,5,1,1,2,3,1,2,3,2
1915,2,2,2,2,2,2,1,2,2,3,1,2,1,5,2
1916,2,2,2,2,2,2,1,4,3,2,1,3,1,2,1
1917,3,5,5,3,4,4,4,4,3,1,2,3,2,2,2
1918,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
1919,2,2,2,2,2,2,1,2,2,3,1,2,1,3,2
1920,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
1921,4,3,4,4,3,3,3,5,5,3,1,2,1,1,2
1922,4,5,4,4,4,4,4,3,4,3,2,1,2,1,2
1923,4,3,4,4,4,4,4,3,4,3,2,1,1,2,2
1924,5,4,3,5,5,5,2,5,5,3,1,2,1,1,1
1925,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
1926,4,3,4,4,3,3,3,5,4,2,1,3,2,1,1
1927,3,5,5,3,4,4,4,3,4,3,2,1,2,2,2
1928,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
1929,3,5,5,3,4,4,4,3,4,3,2,1,1,3,2
1930,5,4,3,5,5,5,2,5,5,3,1,2,2,1,1
1931,3,2,5,3,2,2,1,4,3,2,1,3,1,2,2
1932,4,3,4,4,4,3,3,3,4,3,1,2,1,1,2
1933,5,3,3,5,3,5,2,5,5,3,1,2,1,2,1
1934,3,5,5,3,4,4,4,4,3,1,2,3,2,1,2
1935,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
1936,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
1937,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
1938,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
1939,4,3,4,4,3,3,3,5,4,2,1,3,2,3,2
1940,3,5,5,3,4,4,4,3,4,3,2,1,2,1,2
1941,4,3,4,4,4,4,4,3,4,3,2,1,2,3,2
1942,3,5,5,3,4,4,4,4,3,1,2,3,2,4,2
1943,5,4,3,5,5,5,2,5,5,3,1,2,2,5,1
1944,1,1,1,1,1,1,5,1,1,2,3,1,2,3,2
1945,3,5,5,3,4,4,4,4,3,1,2,3,1,1,2
1946,5,4,3,5,5,5,2,5,5,3,1,2,1,5,2
1947,4,3,4,4,3,3,3,5,4,2,1,3,1,1,2
1948,1,1,1,1,1,1,5,1,1,2,3,1,1,2,2
1949,4,5,4,4,4,4,4,3,4,3,2,1,1,2,1
1950,2,2,2,2,2,2,1,2,2,3,1,2,1,1,2
1951,4,3,4,4,4,4,4,3,4,3,2,1,1,3,1
1952,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
1953,3,5,5,3,2,4,4,4,3,1,2,3,1,2,2
1954,4,3,4,4,3,3,3,5,4,2,1,3,2,2,2
1955,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
1956,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
1957,2,2,2,2,1,2,1,2,2,3,1,2,2,2,2
1958,3,5,5,3,2,4,4,4,3,1,2,3,1,1,2
1959,2,2,2,2,2,2,1,2,2,3,1,2,1,1,1
1960,3,5,5,3,2,4,4,4,3,1,2,3,1,4,2
1961,3,5,5,3,2,2,1,4,3,2,1,3,1,2,2
1962,4,3,4,4,3,3,3,3,4,3,1,2,1,4,2
1963,4,3,4,4,3,3,3,5,4,2,1,3,1,1,2
1964,2,2,2,2,2,2,1,2,2,3,1,2,1,2,1
1965,4,3,4,4,3,3,3,3,4,3,1,2,2,2,2
1966,5,3,3,5,3,5,2,5,5,3,1,2,1,2,2
1967,5,4,3,5,5,5,2,5,5,3,1,2,1,3,2
1968,2,2,2,2,2,2,1,2,2,3,1,2,1,1,1
1969,2,2,2,2,1,2,1,2,2,3,1,2,2,4,2
1970,3,5,5,3,2,4,4,4,3,1,2,3,1,4,2
1971,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
1972,4,3,4,4,4,3,3,3,4,3,1,2,2,1,1
1973,4,3,4,4,4,3,3,3,4,3,1,2,2,2,2
1974,4,3,4,4,4,3,3,3,4,3,1,2,2,1,2
1975,5,3,3,5,3,5,2,5,5,3,1,2,1,4,1
1976,4,3,4,4,3,3,3,5,5,3,1,2,1,1,2
1977,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
1978,3,5,5,3,4,4,4,3,4,3,2,1,2,2,2
1979,4,3,4,4,4,3,3,3,4,3,1,2,1,1,2
1980,3,5,5,3,2,4,4,4,3,1,2,3,2,2,1
1981,4,3,4,4,3,3,3,3,4,3,1,2,1,2,2
1982,4,3,4,4,4,3,3,3,4,3,1,2,2,2,2
1983,1,1,1,1,1,1,5,1,1,2,3,1,1,2,2
1984,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
1985,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
1986,2,2,2,2,2,2,1,2,2,3,1,2,1,1,2
1987,5,4,3,5,5,5,2,5,5,3,1,2,2,4,2
1988,5,4,3,5,5,5,2,5,5,3,1,2,1,2,1
1989,4,5,4,4,4,4,4,3,4,3,2,1,1,1,2
1990,1,1,1,1,1,1,5,1,1,2,3,1,1,1,2
1991,2,2,2,2,2,2,1,4,3,2,1,3,2,2,2
1992,2,2,2,2,1,2,1,2,2,3,1,2,1,1,2
1993,2,2,2,2,2,2,1,4,3,2,1,3,2,4,2
1994,5,4,3,5,3,5,2,5,5,3,1,2,1,3,2
1995,3,5,5,3,4,4,4,3,4,3,2,1,1,5,2
1996,3,5,5,3,2,4,4,4,3,1,2,3,1,2,2
1997,4,3,4,4,3,3,3,5,5,3,1,2,1,2,2
1998,2,2,2,2,2,2,1,4,3,2,1,3,1,2,2
1999,2,2,2,2,2,2,1,2,2,3,1,2,1,1,2
2000,5,4,3,5,5,5,2,5,5,3,1,2,2,4,2
2001,2,2,2,2,2,2,1,4,3,2,1,3,2,2,2
2002,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
2003,5,3,3,5,3,5,2,5,5,3,1,2,1,1,2
2004,5,3,3,5,3,5,2,5,5,3,1,2,1,3,2
2005,4,3,4,4,4,3,3,3,4,3,1,2,1,3,2
2006,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
2007,1,1,1,1,1,1,5,1,1,2,3,1,1,2,2
2008,3,5,5,3,4,4,4,3,4,3,2,1,1,2,2
2009,4,3,4,4,3,3,3,5,4,2,1,3,1,3,2
2010,4,3,4,4,4,3,3,3,4,3,1,2,1,1,1
2011,4,3,4,4,3,3,3,5,4,2,1,3,2,1,2
2012,5,3,3,5,3,5,2,5,5,3,1,2,1,2,1
2013,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
2014,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
2015,1,1,1,1,1,1,5,1,1,2,3,1,1,1,2
2016,4,3,4,4,4,3,3,3,4,3,1,2,2,1,2
2017,5,3,3,5,3,5,2,5,5,3,1,2,1,2,1
2018,3,5,5,3,2,4,4,4,3,1,2,3,2,2,2
2019,4,3,4,4,4,3,3,3,4,3,1,2,2,2,2
2020,5,4,3,5,5,5,2,5,5,3,1,2,1,3,2
2021,3,5,5,3,2,4,4,4,3,1,2,3,1,1,2
2022,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
2023,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
2024,2,2,2,2,2,2,1,4,3,2,1,3,2,2,1
2025,4,3,4,4,3,3,3,5,5,3,1,2,1,2,2
2026,4,3,4,4,3,3,3,3,4,3,1,2,1,2,1
2027,4,3,4,4,3,3,3,5,5,3,1,2,2,2,2
2028,5,4,3,5,5,5,2,5,5,3,1,2,2,2,1
2029,4,3,4,4,3,3,3,5,4,2,1,3,1,2,1
2030,4,3,4,4,3,3,3,5,5,3,1,2,1,3,2
2031,4,3,4,4,3,3,3,5,4,2,1,3,2,2,2
2032,1,1,1,1,1,1,5,1,1,2,3,1,2,2,2
2033,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
2034,2,2,2,2,2,2,1,4,3,2,1,3,1,2,2
2035,2,2,2,2,2,2,1,4,3,2,1,3,1,1,2
2036,3,5,5,3,2,4,4,4,3,1,2,3,1,1,2
2037,2,2,2,2,1,2,1,2,2,3,1,2,1,2,2
2038,4,3,4,4,4,3,3,3,4,3,1,2,2,1,2
2039,1,1,1,1,1,1,5,1,1,2,3,1,1,5,2
2040,2,2,2,2,2,2,1,2,2,3,1,2,1,3,1
2041,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
2042,2,2,2,2,1,2,1,2,2,3,1,2,1,4,2
2043,1,1,1,1,1,1,5,1,1,2,3,1,1,1,2
2044,1,1,1,1,1,1,5,1,1,2,3,1,1,2,2
2045,4,3,4,4,3,3,3,5,4,2,1,3,1,2,1
2046,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
2047,3,5,5,3,2,2,1,4,3,2,1,3,1,1,2
2048,4,3,4,4,3,3,3,5,5,3,1,2,1,2,2
2049,4,3,4,4,3,3,3,5,4,2,1,3,1,2,1
2050,3,5,5,3,2,2,1,4,3,2,1,3,1,1,1
2051,1,1,1,1,1,1,5,1,1,2,3,1,1,1,2
2052,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
2053,4,3,4,4,3,3,3,5,5,3,1,2,2,1,2
2054,2,2,2,2,1,2,1,2,2,3,1,2,1,4,2
2055,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
2056,4,3,4,4,3,3,3,5,4,2,1,3,1,2,1
2057,4,3,4,4,3,3,3,3,4,3,1,2,1,2,2
2058,4,3,4,4,3,3,3,5,5,3,1,2,1,1,2
2059,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
2060,2,2,2,2,1,2,1,2,2,3,1,2,2,2,1
2061,3,5,5,3,2,2,1,4,3,2,1,3,2,2,1
2062,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
2063,5,3,3,5,3,5,2,5,5,3,1,2,1,2,1
2064,1,1,1,1,1,1,5,1,1,2,3,1,2,1,2
2065,3,5,5,3,4,4,4,4,3,1,2,3,1,2,1
2066,2,2,2,2,2,2,1,4,3,2,1,3,1,2,1
2067,4,3,4,4,4,4,4,3,4,3,2,1,1,1,2
2068,3,5,5,3,2,4,4,4,3,1,2,3,1,4,2
2069,1,1,1,1,1,1,5,1,1,2,3,1,1,3,2
2070,1,1,1,1,1,1,5,1,1,2,3,1,1,2,2
2071,3,5,5,3,4,4,4,3,4,3,2,1,1,2,1
2072,3,5,5,3,4,4,4,3,4,3,2,1,1,3,2
2073,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
2074,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
2075,4,3,4,4,3,3,3,5,4,2,1,3,1,3,1
2076,3,5,5,3,4,4,4,4,3,1,2,3,1,2,2
2077,3,5,5,3,2,2,1,4,3,2,1,3,1,4,2
2078,1,1,1,1,1,1,5,1,1,2,3,1,1,1,2
2079,1,1,1,1,1,1,5,1,1,2,3,1,2,2,2
2080,5,3,3,5,3,5,2,5,5,3,1,2,1,1,2
2081,2,2,2,2,2,2,1,2,2,3,1,2,1,2,2
2082,1,1,1,1,1,1,5,1,1,2,3,1,1,3,2
2083,4,3,4,4,3,3,3,5,4,2,1,3,1,1,2
2084,5,4,3,5,5,5,2,5,5,3,1,2,2,2,1
2085,3,5,5,3,4,4,4,4,3,1,2,3,2,3,2
2086,4,3,4,4,3,3,3,5,4,2,1,3,2,1,2
2087,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
2088,3,5,5,3,2,2,1,4,3,2,1,3,1,1,2
2089,1,1,1,1,1,1,5,1,1,2,3,1,2,4,2
2090,5,3,3,5,3,5,2,5,5,3,1,2,1,2,2
2091,1,1,1,1,1,1,5,1,1,2,3,1,2,1,2
2092,1,1,1,1,1,1,5,1,1,2,3,1,1,4,2
2093,3,5,5,3,4,4,4,3,4,3,2,1,3,4,2
2094,4,3,4,4,3,3,3,3,4,3,1,2,2,2,1
2095,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
2096,1,1,1,1,1,1,5,1,1,2,3,1,1,2,2
2097,4,3,4,4,3,3,3,5,5,3,1,2,2,1,2
2098,4,3,4,4,3,3,3,5,5,3,1,2,1,1,2
2099,1,1,1,1,1,1,5,1,1,2,3,1,2,2,2
2100,4,3,4,4,3,3,3,3,4,3,1,2,2,1,2
2101,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
2102,2,2,2,2,2,2,1,2,2,3,1,2,1,1,1
2103,5,3,3,5,3,5,2,5,5,3,1,2,1,3,2
2104,2,2,2,2,2,2,1,4,3,2,1,3,2,1,2
2105,5,4,3,5,5,5,2,5,5,3,1,2,1,3,1
2106,3,2,5,3,2,2,1,4,3,2,1,3,2,4,1
2107,4,3,4,4,3,3,3,3,4,3,1,2,2,2,2
2108,4,5,4,4,4,4,4,3,4,3,2,1,3,2,2
2109,3,2,5,3,2,2,1,4,3,2,1,3,1,3,1
2110,2,2,2,2,1,2,1,2,2,3,1,2,2,3,2
2111,4,3,4,4,3,3,3,5,4,2,1,3,2,2,1
2112,2,2,2,2,2,2,1,2,2,3,1,2,1,2,2
2113,1,1,1,1,1,1,5,1,1,2,3,1,2,2,1
2114,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
2115,4,3,4,4,4,4,4,3,4,3,2,1,1,4,2
2116,4,3,4,4,3,3,3,3,4,3,1,2,2,1,2
2117,5,4,3,5,5,5,2,5,5,3,1,2,1,3,2
2118,2,2,2,2,2,2,1,4,3,2,1,3,1,1,2
2119,2,2,2,2,2,2,1,2,2,3,1,2,1,2,2
2120,3,5,5,3,4,4,4,4,3,1,2,3,1,2,2
2121,2,2,2,2,1,2,1,2,2,3,1,2,1,5,2
2122,1,1,1,1,1,1,5,1,1,2,3,1,2,2,2
2123,4,3,4,4,3,3,3,5,4,2,1,3,2,4,2
2124,3,5,5,3,4,4,4,4,3,1,2,3,1,5,2
2125,2,2,2,2,2,2,1,2,2,3,1,2,1,1,2
2126,2,2,2,2,2,2,1,4,3,2,1,3,1,1,2
2127,2,2,2,2,1,2,1,2,2,3,1,2,2,1,2
2128,5,3,3,5,3,5,2,5,5,3,1,2,2,2,2
2129,4,5,4,4,4,4,4,3,4,3,2,1,2,5,2
2130,5,4,3,5,5,5,2,5,5,3,1,2,1,4,2
2131,2,2,2,2,2,2,1,2,2,3,1,2,2,2,2
2132,4,3,4,4,4,3,3,3,4,3,1,2,2,2,2
